ID Autor, N̼mero de documentos
35607315000, 29
7003611288, 20
7005998786, 20
56228715900, 16
35892704700, 13
6507667256, 12
54790571900, 12
7004607719, 12
7006194463, 12
57218162630, 11
57191605505, 11
8378384300, 10
54386925600, 10
57194614861, 10
7005915405, 10
57218324841, 10
55511544300, 10
57208740826, 10
57191601241, 10
14039835700, 10
37057344600, 9
7003541892, 9
6602759886, 9
56033429500, 8
36902630800, 8
23976265000, 8
56031197600, 7
6506093146, 7
57677849600, 7
8525890000, 7
18040985700, 7
7005763990, 7
6602264773, 7
57203910389, 7
35729066200, 7
24721365800, 7
56217468000, 6
13402823200, 6
22235291400, 6
7801345595, 6
56426583500, 6
6602995816, 6
55809241300, 6
56786349900, 6
14071664200, 6
6701541012, 6
56439198800, 6
36716645500, 6
10044311600, 6
14019182600, 6
23977886600, 5
58753854300, 5
36998799200, 5
7005041365, 5
57226281627, 5
57193443653, 5
36636729800, 5
35236747400, 5
23468326500, 5
6506171108, 5
57204927959, 5
23098548200, 5
37010381500, 5
56662884200, 5
57194591144, 5
7005737962, 5
57190186629, 5
35935149200, 5
53663212300, 5
24174461000, 5
55026436500, 5
23111075100, 5
35240042500, 5
55329838500, 5
6602319526, 5
56173118600, 5
55886005000, 5
9333012100, 5
57214393490, 5
15925973400, 5
55382841600, 5
24376067900, 5
7004127474, 5
6506771996, 5
8258189800, 4
16303126000, 4
57208085196, 4
6507821139, 4
57992701900, 4
11839002700, 4
57189728476, 4
7004684713, 4
56830108100, 4
35588706600, 4
57203465885, 4
57205295763, 4
25935741800, 4
57206568700, 4
24074069200, 4
56707915200, 4
8721679400, 4
55748534000, 4
56145985800, 4
8968299700, 4
12792054500, 4
37110538700, 4
57202785028, 4
56112626500, 4
7102687880, 4
6603097194, 4
57191772902, 4
56469847800, 4
24477094500, 4
26767546600, 4
6603425158, 4
23010589600, 4
57194203608, 4
26325828900, 4
7006013768, 4
57188741412, 4
57188743407, 4
6701540576, 4
57189322968, 4
56704961200, 4
23391819800, 4
6603299384, 4
23091409000, 4
55764306200, 4
57204684560, 4
7003986053, 4
56013545300, 4
14049289000, 4
8919295200, 4
7402010018, 4
24474760300, 4
6506439753, 4
54681826100, 4
35197262700, 4
7406499971, 4
25821852000, 4
37018844000, 4
7801434275, 4
6507725950, 4
7007165044, 4
35409350100, 4
6602095459, 3
57208795183, 3
15027401600, 3
56297667700, 3
57195377796, 3
57207890186, 3
55734483800, 3
56515099300, 3
57202439294, 3
6701695514, 3
55619673300, 3
56013535700, 3
57218759131, 3
57193681982, 3
56536249700, 3
15756413800, 3
55234809100, 3
55311816300, 3
6504387931, 3
55556224300, 3
57200366579, 3
23048998200, 3
56096567300, 3
8409275300, 3
6506674644, 3
57796171300, 3
57226861171, 3
57209239720, 3
36545405000, 3
57221442881, 3
57196413990, 3
26424414900, 3
17136310100, 3
56919408800, 3
23981645200, 3
55751549400, 3
57219938352, 3
57211578264, 3
15080721700, 3
57199999984, 3
55194667500, 3
37021982300, 3
7401517293, 3
8618928600, 3
49061598700, 3
56194965400, 3
7102595551, 3
57188589273, 3
57201862642, 3
8449920600, 3
57205633118, 3
57201866029, 3
6507626913, 3
57201591598, 3
6505922782, 3
36738835500, 3
7202852772, 3
57212458441, 3
54402873600, 3
56890074800, 3
24345136500, 3
57194112581, 3
39262060400, 3
24481573300, 3
57209050971, 3
7004807375, 3
57220194599, 3
35604846100, 3
55365929600, 3
57204717119, 3
36618710400, 3
6602492606, 3
13205014600, 3
56464303600, 3
6508126833, 3
57204457445, 3
25637863500, 3
57195728219, 3
55996206800, 3
55582596600, 3
6602473693, 3
55916402100, 3
55993639400, 3
7101931483, 3
6602296303, 3
6701472172, 3
57188738316, 3
36817447700, 3
12140530800, 3
57194608094, 3
56558927300, 3
56486162000, 3
8397606800, 3
46461827900, 3
7801546945, 3
35318522400, 3
7006598616, 3
25223612200, 3
24068634500, 3
7201387397, 3
7003985688, 3
6602649723, 3
6604023226, 3
56305323500, 3
7801321771, 3
56013715000, 3
55250607900, 3
21234441700, 3
57220664585, 3
57275602300, 3
25655018700, 3
24342604200, 3
7006037757, 3
56161204300, 3
55876440700, 3
22134442100, 3
57204336851, 3
7003802176, 3
23051612100, 3
7005151234, 3
6602088532, 3
35424163100, 3
7004956959, 3
7203022173, 3
35497138000, 3
6603396283, 3
8895234300, 3
7005789645, 3
7004904724, 3
57193332875, 2
24075803800, 2
25822575400, 2
56717686700, 2
47561153100, 2
51061033000, 2
57218624627, 2
37361460600, 2
36080793400, 2
6701769326, 2
35479005400, 2
57211118960, 2
57188997493, 2
57354686600, 2
58174685500, 2
58174685600, 2
55915687700, 2
56414510900, 2
57200965795, 2
57200964800, 2
7006062211, 2
57614868300, 2
57200678942, 2
25640944900, 2
57782230500, 2
56044098100, 2
55957426700, 2
25622456600, 2
35759662700, 2
23108979000, 2
55886435400, 2
6507771358, 2
57223361831, 2
55648773200, 2
57793820400, 2
58135041800, 2
53879441600, 2
8300416400, 2
57225930715, 2
34868649900, 2
36905144700, 2
57223408943, 2
32867808100, 2
11939497000, 2
7003304193, 2
34978043500, 2
57224474858, 2
56005445500, 2
57215201918, 2
24475635600, 2
55531040700, 2
55989767800, 2
57210789263, 2
57221662632, 2
57958190000, 2
36551180500, 2
35315367000, 2
57478952000, 2
57507188200, 2
57194237932, 2
26660607800, 2
56507498800, 2
57210812427, 2
7005257963, 2
37069101100, 2
57918060900, 2
24466895100, 2
37021579300, 2
6602933520, 2
35849463600, 2
57557254900, 2
57224768783, 2
57224785005, 2
6602333369, 2
57218273942, 2
55184958300, 2
57204921652, 2
36028013600, 2
56010771700, 2
57213144657, 2
57213160243, 2
47961773200, 2
7004130076, 2
56010510500, 2
57211023687, 2
57013704000, 2
56701304900, 2
16230651600, 2
6603462388, 2
56320932500, 2
35232994300, 2
56063510600, 2
56521251900, 2
31667500700, 2
25723180300, 2
57191045175, 2
10339815000, 2
54586100000, 2
56902535200, 2
57219873650, 2
55432810500, 2
57195265269, 2
56196355100, 2
57217960274, 2
56401197600, 2
57195402763, 2
57201778122, 2
57192662306, 2
56199126900, 2
55595487100, 2
8505359900, 2
57205913449, 2
57201269202, 2
16202815800, 2
55851928000, 2
57211803857, 2
57390269800, 2
57390291100, 2
57390236400, 2
57202116650, 2
8451746600, 2
26642882800, 2
55861583800, 2
55776174400, 2
36096562300, 2
36816561700, 2
23569990100, 2
57201856350, 2
55507005100, 2
57214883430, 2
16425139500, 2
54796803900, 2
55885314800, 2
57219533762, 2
56911176900, 2
57679456900, 2
55588491600, 2
57204119650, 2
56560241200, 2
55764328500, 2
57222089872, 2
57218319250, 2
55233663200, 2
58729996000, 2
57204680663, 2
36651339200, 2
57216352874, 2
57216902799, 2
57225999134, 2
56770558100, 2
16647819500, 2
55450848300, 2
55993557800, 2
6505993127, 2
57216186307, 2
57215861586, 2
57216410056, 2
56499336500, 2
56960662400, 2
57207684541, 2
57006371200, 2
57226597998, 2
57219127757, 2
14029523400, 2
9940556900, 2
7201782124, 2
55495736400, 2
57201986223, 2
57196415352, 2
57214510290, 2
56123099500, 2
58368465800, 2
57201378847, 2
56639283100, 2
57225196714, 2
57243779800, 2
57244054000, 2
57244593300, 2
57102449000, 2
6506047512, 2
24536716000, 2
56958620800, 2
57207967633, 2
55226622300, 2
6507859802, 2
16233382900, 2
6602987739, 2
57201553073, 2
58871762800, 2
16480578800, 2
15829018400, 2
36055960600, 2
25932241700, 2
57190976558, 2
57192396467, 2
6602616956, 2
30067594100, 2
44761270900, 2
57201802805, 2
55756337700, 2
57218304795, 2
36552727500, 2
55690025500, 2
57213188179, 2
57218099643, 2
57210263037, 2
57204137378, 2
57201409821, 2
55719448300, 2
55572522800, 2
6602189454, 2
56376415900, 2
20433282100, 2
7101690873, 2
57204222240, 2
37011374200, 2
57203059151, 2
55772218200, 2
37045683700, 2
22937299900, 2
54996072400, 2
22980511400, 2
6603359613, 2
57202136779, 2
57205604754, 2
58199880500, 2
18133669400, 2
7102405775, 2
6602835522, 2
57203954869, 2
56020591000, 2
26659011900, 2
37065223100, 2
35206292900, 2
57200414509, 2
35106488300, 2
36464077500, 2
7801421884, 2
7202357636, 2
6603105346, 2
6602568092, 2
23994512500, 2
55887252400, 2
7006193486, 2
35619609800, 2
57195420547, 2
55912247500, 2
7004569214, 2
57193816846, 2
57201405270, 2
57204143675, 2
57193071964, 2
24336464400, 2
36987236200, 2
7004551949, 2
57201674406, 2
36053216800, 2
57210598803, 2
57116652100, 2
57210597866, 2
56554029100, 2
6504713102, 2
57215612664, 2
7801432405, 2
7003921714, 2
6603829215, 2
57204574404, 2
56101505800, 2
57208821346, 2
56307987600, 2
56848220000, 2
35177286600, 2
56204194200, 2
55980045300, 2
26424759600, 2
56000902000, 2
57188836215, 2
7401482603, 2
30067633500, 2
57201821007, 2
58444732100, 2
26436470200, 2
55661525600, 2
56902569400, 2
22941870600, 2
16021309900, 2
56342256300, 2
36491654700, 2
57020256500, 2
55026861500, 2
36509537600, 2
57193386361, 2
57193028755, 2
36118029500, 2
7005423672, 2
57208135639, 2
16314996300, 2
57193132668, 2
54950133400, 2
56698160500, 2
6507660094, 2
57190034325, 2
13403011100, 2
6506759004, 2
56404573300, 2
6603156028, 2
35824105400, 2
56333702200, 2
15133367800, 2
16024913900, 2
27967618800, 2
55210933800, 2
57160243600, 2
57193123577, 2
14058688300, 2
16232182900, 2
6506493375, 2
57197720195, 2
7003761834, 2
57192691895, 2
57190168549, 2
56708890400, 2
56624584300, 2
26041135100, 2
6507469400, 2
57194189070, 2
56921669100, 2
55989761900, 2
57189006629, 2
57203238545, 2
6603359928, 2
57195675108, 2
56969832800, 2
55536780500, 2
55628113500, 2
36871622000, 2
56374094200, 2
6507724159, 2
6602457520, 2
6603457867, 2
23479445300, 2
57199732110, 2
57203360881, 2
6602447338, 2
55119748700, 2
56209329200, 2
36118511200, 2
7004631386, 2
8576311800, 2
12240676100, 2
23571133000, 2
55780979000, 2
35726384000, 2
6505942550, 2
6602843552, 2
26024568800, 2
6602497986, 2
12238818100, 2
36912118200, 2
55746082000, 2
57208986647, 2
55539189500, 2
53878182000, 2
15926191400, 2
56583870500, 2
15770158300, 2
56400566200, 2
55318020400, 2
55568381600, 2
24484581400, 2
55399261000, 2
57198209178, 2
6602765274, 2
55898002300, 2
57008480200, 2
54967773300, 2
6506519628, 2
55384240100, 2
55385762200, 2
55386740700, 2
7003516497, 2
53881873500, 2
8725972600, 2
37075923500, 2
55441447500, 2
6602963894, 2
6602952950, 2
55489769500, 2
55545156100, 2
57204087960, 2
58505839100, 2
23036155200, 2
6505912614, 2
54889028400, 2
7102542478, 2
55951744300, 2
56707261900, 2
35617778500, 2
51563271100, 2
55509936300, 2
8623373500, 2
34873440200, 2
57193931623, 2
14020081800, 2
23993474100, 2
6508234007, 2
35617616000, 2
7102969077, 2
16306427400, 2
37001828900, 2
55547110447, 2
57191739666, 2
54398135700, 2
7003295238, 2
55664491000, 2
36451213600, 2
6506869238, 2
14046887400, 2
14045040600, 2
7003709966, 2
8421602300, 2
7004337966, 2
7003922167, 2
56938598300, 2
6506688399, 2
12796934100, 2
8603797600, 2
22960694700, 2
6602236652, 2
8414496300, 2
12799655900, 2
7003940498, 2
7004115481, 2
7201888556, 2
8332243900, 2
7003351394, 2
7007015784, 2
36072005200, 2
36771809700, 2
14065370500, 2
8921061700, 2
8906543900, 2
7006069927, 2
6506143082, 2
7006154182, 2
6603949527, 2
57203168977, 2
57191222972, 1
58434622500, 1
57653983500, 1
58080796900, 1
56730478200, 1
55561397500, 1
57195692969, 1
26646404500, 1
9735557300, 1
42361690900, 1
7101974645, 1
56316018800, 1
12753246200, 1
8652888800, 1
57195267006, 1
57395606200, 1
58617483100, 1
58361429300, 1
58362061800, 1
55966323300, 1
58413460700, 1
57317710900, 1
58411935400, 1
58412705500, 1
58414231300, 1
57807412500, 1
57209017513, 1
58411170400, 1
57217175755, 1
57213899581, 1
6601920420, 1
7003934728, 1
35568412500, 1
58236763900, 1
49461427600, 1
35305609800, 1
58237487700, 1
58667850200, 1
56040106700, 1
58360882000, 1
14521310700, 1
56896100900, 1
57194506922, 1
36441148500, 1
57210704305, 1
58506512400, 1
58513480600, 1
57219159776, 1
58144930500, 1
57222163847, 1
57212430725, 1
55303342000, 1
57219008902, 1
56531555000, 1
58284051700, 1
57464036800, 1
57266207300, 1
58157433000, 1
53980962300, 1
58512850800, 1
57194211327, 1
58090696400, 1
57338094300, 1
58513095000, 1
58511881400, 1
58611867900, 1
58730082300, 1
36103752300, 1
58513095100, 1
58475907100, 1
57813018600, 1
36104554900, 1
57208636086, 1
58195414300, 1
58196163800, 1
58248878300, 1
57188930036, 1
58573040500, 1
36519491900, 1
37010873100, 1
55443562300, 1
58478427100, 1
23666915500, 1
15762816300, 1
57356697000, 1
57223228802, 1
57223240556, 1
58099670700, 1
56601880100, 1
55227784700, 1
55383864700, 1
41761002000, 1
36172204000, 1
57948486800, 1
16230518700, 1
58803795900, 1
58083821900, 1
57211580278, 1
55785179900, 1
58544663500, 1
58544328300, 1
57217376244, 1
57226169534, 1
58544494100, 1
57208411661, 1
57285576700, 1
57224659489, 1
58863146900, 1
23392282200, 1
58288953400, 1
57208721247, 1
58289604300, 1
57547095300, 1
57205354923, 1
58666225000, 1
56151593600, 1
57216648257, 1
57197807518, 1
57190051369, 1
57386943900, 1
57211438876, 1
57224486067, 1
57224477758, 1
57193852716, 1
57196427533, 1
43861540100, 1
57194015438, 1
36645006600, 1
7006456271, 1
8594573300, 1
57202575622, 1
58144576900, 1
58123572300, 1
6506340329, 1
24072454800, 1
58138422300, 1
57695701400, 1
58594463800, 1
58137297000, 1
27367937600, 1
58522283500, 1
58318119800, 1
56868032200, 1
36571045400, 1
58534810000, 1
58503339100, 1
55143488100, 1
56104457300, 1
57072279900, 1
57210561883, 1
58222118300, 1
58223063400, 1
58221921700, 1
26655396700, 1
58075892500, 1
58783638500, 1
57350774500, 1
23571305900, 1
22936029900, 1
54780138800, 1
58179556100, 1
58179683700, 1
57220062543, 1
58180361100, 1
58726752500, 1
57217025805, 1
58034171900, 1
57210640266, 1
55927243400, 1
57211621128, 1
55206968000, 1
8291261800, 1
57217090024, 1
16204934800, 1
57215437068, 1
53986248700, 1
57195331949, 1
57845932100, 1
57194023231, 1
57972896000, 1
57934981800, 1
44462234200, 1
57410423100, 1
57960353600, 1
23992212000, 1
6603140569, 1
57890038000, 1
57222089796, 1
57609793400, 1
7404421556, 1
55702085300, 1
57209615374, 1
56511122600, 1
57201952212, 1
58037940900, 1
57204899352, 1
58744990700, 1
54966799200, 1
56542878800, 1
57400452700, 1
57215855180, 1
57202423841, 1
57189388799, 1
58749548000, 1
56436767600, 1
56386061900, 1
58750675800, 1
57188724366, 1
57263237300, 1
58640956700, 1
57200584582, 1
57574957600, 1
6603147379, 1
25629831700, 1
57564548900, 1
55580914300, 1
57222638380, 1
57195679332, 1
57218571580, 1
55206719100, 1
58666953600, 1
58667423200, 1
58667423300, 1
58175421600, 1
55352849400, 1
57867959500, 1
57218629497, 1
55889320700, 1
36865953000, 1
57222998038, 1
56703238400, 1
55458976400, 1
57196468518, 1
57212278872, 1
57731868600, 1
24178760100, 1
57428167500, 1
57428061800, 1
56946399000, 1
14023159500, 1
24367200000, 1
55822121300, 1
57210917059, 1
57210872745, 1
57208053274, 1
58395993800, 1
57225258706, 1
57734468800, 1
56222918000, 1
55978950600, 1
58179220500, 1
14064134300, 1
58450893000, 1
56287727100, 1
58452291200, 1
57132567900, 1
57194546694, 1
57911511500, 1
57222475994, 1
57802599900, 1
7007151877, 1
35332365900, 1
6603319541, 1
58344818100, 1
57218557735, 1
56340396500, 1
8639058800, 1
57219377557, 1
6603469640, 1
6504200697, 1
6602672061, 1
58107091100, 1
57201030999, 1
35730403400, 1
35584964500, 1
57224286784, 1
57117830200, 1
58252036100, 1
57224164171, 1
57207986954, 1
58251187900, 1
57218212347, 1
58251820700, 1
58145662700, 1
15049210500, 1
57183438700, 1
58512217000, 1
58513670200, 1
58512702700, 1
57205335384, 1
58590864600, 1
8375600800, 1
57223117542, 1
57575727700, 1
57133004100, 1
57575934300, 1
56538325700, 1
57212209635, 1
56764686300, 1
57196266905, 1
57201896793, 1
55906876500, 1
7402400793, 1
58124576600, 1
36598839900, 1
57208069318, 1
57903488000, 1
57201554499, 1
7201387501, 1
58097059200, 1
57573805200, 1
24385603500, 1
55847695500, 1
55899009000, 1
6601937497, 1
35107147000, 1
57191407435, 1
57284734600, 1
57215721574, 1
57981727500, 1
55555297600, 1
57189266976, 1
57196150158, 1
57205531771, 1
57221390910, 1
57189111064, 1
56386260000, 1
58246421000, 1
37066318000, 1
57206994267, 1
55444994200, 1
57193711737, 1
57751298700, 1
57209291462, 1
57226344955, 1
58370176400, 1
57221604185, 1
58864196900, 1
57212773072, 1
37048611700, 1
42561370100, 1
58022682500, 1
42161985500, 1
6505952522, 1
56426426200, 1
58138035000, 1
57225690151, 1
57200046618, 1
57208083000, 1
57221357045, 1
55888773200, 1
56730441300, 1
55953118400, 1
6602331640, 1
7003826787, 1
55670872400, 1
57224868022, 1
36569925800, 1
8605541900, 1
7004609220, 1
11739266000, 1
58055466200, 1
55993630900, 1
6506683282, 1
57918650400, 1
57733065900, 1
56123177300, 1
57216413479, 1
26323631600, 1
24725653500, 1
57976912400, 1
57976296400, 1
57211045674, 1
35361965600, 1
56599470500, 1
36724279300, 1
55705299500, 1
56747492300, 1
57947304700, 1
57193313942, 1
57199720757, 1
56964443800, 1
57844308500, 1
54381326700, 1
8415644100, 1
58820995900, 1
54900524500, 1
57204517951, 1
57191505603, 1
57225078436, 1
57577877300, 1
57577877400, 1
57215875677, 1
57200605820, 1
23490383900, 1
15078256300, 1
57204974517, 1
57363409400, 1
57817642800, 1
57210826882, 1
58643159400, 1
54997923300, 1
56455191800, 1
56000932100, 1
57951217000, 1
24558695500, 1
57196184789, 1
58706892700, 1
6603782843, 1
36100384200, 1
57306795600, 1
57540423900, 1
58172747600, 1
58174252900, 1
58173394800, 1
58172747700, 1
57254420100, 1
16042465200, 1
57942603100, 1
57217488721, 1
57219704234, 1
57193345612, 1
53981137700, 1
58109927400, 1
55279970500, 1
56780408500, 1
57211398275, 1
7103262006, 1
57196004816, 1
57223333077, 1
57188876696, 1
58734507400, 1
55757781722, 1
57213507131, 1
58044419000, 1
57131644300, 1
56549273200, 1
55796030100, 1
56549256400, 1
53664862900, 1
55342271700, 1
55342093100, 1
57211752752, 1
57211315670, 1
57218630725, 1
57215671109, 1
57213594164, 1
55579905600, 1
57222571564, 1
36859472100, 1
55102294500, 1
57195450868, 1
56598080100, 1
12783536900, 1
57216830650, 1
57198614231, 1
58003217400, 1
55543939800, 1
57897323100, 1
57896845700, 1
53866250300, 1
6507724383, 1
57201083866, 1
36731790300, 1
58754811200, 1
57224831070, 1
56156064200, 1
57222542259, 1
56537554900, 1
57331054700, 1
55650158200, 1
54388071000, 1
57203414531, 1
57980147100, 1
57218477919, 1
16231386900, 1
