number,value,datetime_start,datetime_complete,duration,params_activation1,params_batch_size,params_fl1,params_learning_rate,params_n_layers,params_num_epochs,params_train_size,params_weight_decay,state
124,0.10775701701641083,2023-09-02 12:36:30.196006,2023-09-02 12:36:33.153747,0 days 00:00:02.957741,Tanh,30,17,0.019790272909065418,1,80,0.5577902058187165,1.0073826488278525e-05,COMPLETE
125,0.11105357110500336,2023-09-02 12:36:33.154021,2023-09-02 12:36:36.017215,0 days 00:00:02.863194,Tanh,30,16,0.025856095150799892,1,80,0.5429999823066557,2.030138350517002e-05,COMPLETE
126,0.10219433158636093,2023-09-02 12:36:36.017477,2023-09-02 12:36:39.260328,0 days 00:00:03.242851,Tanh,30,15,0.01785221448774245,1,80,0.6112465567742478,1.3271574375907392e-05,COMPLETE
127,0.11082971096038818,2023-09-02 12:36:39.260584,2023-09-02 12:36:42.537547,0 days 00:00:03.276963,Tanh,30,15,0.01877551161136564,1,80,0.6165627962594673,1.3695374484380644e-05,COMPLETE
128,0.1005416214466095,2023-09-02 12:36:42.537803,2023-09-02 12:36:45.704129,0 days 00:00:03.166326,Tanh,30,16,0.015737910254580514,1,80,0.6010390126646088,1.196361511939412e-05,COMPLETE
129,0.10904330015182495,2023-09-02 12:36:45.704384,2023-09-02 12:36:48.898415,0 days 00:00:03.194031,Tanh,30,14,0.016149677665622062,1,80,0.6013617811702977,1.8141938426139857e-05,COMPLETE
130,0.10642919689416885,2023-09-02 12:36:48.898670,2023-09-02 12:36:51.682331,0 days 00:00:02.783661,Tanh,30,16,0.02156409437858801,1,80,0.5237339326616733,1.2389943058938046e-05,COMPLETE
131,0.11316268146038055,2023-09-02 12:36:51.682584,2023-09-02 12:36:55.046733,0 days 00:00:03.364149,Tanh,30,17,0.030851000365496737,1,80,0.6316670661789711,1.0244102733453899e-05,COMPLETE
132,0.10651412606239319,2023-09-02 12:36:55.046987,2023-09-02 12:36:58.193432,0 days 00:00:03.146445,Tanh,30,16,0.010982881756902716,1,80,0.592822649746945,1.463844723165691e-05,COMPLETE
133,0.10631392151117325,2023-09-02 12:36:58.193686,2023-09-02 12:37:00.890891,0 days 00:00:02.697205,Tanh,30,15,0.013415541592763364,1,80,0.5070078199112455,1.838096031215372e-05,COMPLETE
134,0.11122894287109375,2023-09-02 12:37:00.891141,2023-09-02 12:37:03.726730,0 days 00:00:02.835589,Tanh,30,16,0.018583561030030633,1,80,0.537568414245119,2.57772197550972e-05,COMPLETE
135,0.10664698481559753,2023-09-02 12:37:03.726979,2023-09-02 12:37:07.210088,0 days 00:00:03.483109,Leaky,30,15,0.023141961647504684,1,80,0.6619796806107308,1.1774627040736997e-05,COMPLETE
136,0.11013679951429367,2023-09-02 12:37:07.210339,2023-09-02 12:37:14.877489,0 days 00:00:07.667150,Tanh,10,17,0.01602153097250738,1,80,0.5811738724031035,1.6052275647597366e-05,COMPLETE
137,0.10579555481672287,2023-09-02 12:37:14.877749,2023-09-02 12:37:16.693122,0 days 00:00:01.815373,Tanh,30,13,0.011980324818076378,1,60,0.45506178348175713,2.09342385137774e-05,COMPLETE
138,0.11113997548818588,2023-09-02 12:37:16.693372,2023-09-02 12:37:18.538590,0 days 00:00:01.845218,Tanh,30,13,0.02967374033983486,1,60,0.4612834181753718,1.3630956344881979e-05,COMPLETE
139,0.10211597383022308,2023-09-02 12:37:18.538852,2023-09-02 12:37:20.583272,0 days 00:00:02.044420,Tanh,30,14,0.011665433647350171,1,60,0.5112310781575717,2.1369839349309415e-05,COMPLETE
140,0.11055300384759903,2023-09-02 12:37:20.583533,2023-09-02 12:37:22.608841,0 days 00:00:02.025308,Tanh,30,14,0.02110918490658245,1,60,0.5035580367323085,3.2666076830882695e-05,COMPLETE
141,0.10453025996685028,2023-09-02 12:37:22.609086,2023-09-02 12:37:24.778517,0 days 00:00:02.169431,Tanh,30,14,0.01093896137517257,1,60,0.5438558685843565,1.9916966361496846e-05,COMPLETE
142,0.10934854298830032,2023-09-02 12:37:24.778771,2023-09-02 12:37:26.921011,0 days 00:00:02.142240,Tanh,30,14,0.01597947936621849,1,60,0.5391080589222942,1.666628991668339e-05,COMPLETE
143,0.10429364442825317,2023-09-02 12:37:26.921288,2023-09-02 12:37:29.384127,0 days 00:00:02.462839,Tanh,30,15,0.009778176696625984,1,60,0.6160713746459734,1.0198502522679134e-05,COMPLETE
144,0.10983636230230331,2023-09-02 12:37:29.384375,2023-09-02 12:37:31.992957,0 days 00:00:02.608582,Tanh,30,15,0.007329136144330827,1,60,0.6542154299723669,2.459858413874916e-05,COMPLETE
145,0.11289499700069427,2023-09-02 12:37:31.993218,2023-09-02 12:37:34.444785,0 days 00:00:02.451567,Tanh,30,14,0.010947656329643035,1,60,0.6133306266124551,1.2624363924675339e-05,COMPLETE
146,0.11026282608509064,2023-09-02 12:37:34.445050,2023-09-02 12:37:36.684854,0 days 00:00:02.239804,Tanh,30,16,0.012751117417169382,1,60,0.5589468647370103,1.9909385731127407e-05,COMPLETE
147,0.10218224674463272,2023-09-02 12:37:36.685140,2023-09-02 12:37:39.066299,0 days 00:00:02.381159,Tanh,30,15,0.009290549968763431,1,60,0.595445687317347,1.4955212052960726e-05,COMPLETE
148,0.10594554245471954,2023-09-02 12:37:39.066565,2023-09-02 12:37:41.581577,0 days 00:00:02.515012,Tanh,30,15,0.009414326825182383,1,60,0.6296362382169386,2.631750110122768e-05,COMPLETE
149,0.1038525179028511,2023-09-02 12:37:41.581840,2023-09-02 12:37:43.932069,0 days 00:00:02.350229,Tanh,30,16,0.009820501660381004,1,60,0.5883960420981873,1.6995883812296615e-05,COMPLETE
150,0.11139708012342453,2023-09-02 12:37:43.932325,2023-09-02 12:37:46.312265,0 days 00:00:02.379940,Tanh,30,16,0.013177557647611625,1,60,0.597264907704678,1.546205803705518e-05,COMPLETE
151,0.11066669970750809,2023-09-02 12:37:46.312524,2023-09-02 12:37:48.643199,0 days 00:00:02.330675,Tanh,30,15,0.007176944266120743,1,60,0.5828344321336894,1.8561183671358657e-05,COMPLETE
152,0.10761537402868271,2023-09-02 12:37:48.643461,2023-09-02 12:37:51.299664,0 days 00:00:02.656203,Tanh,30,17,0.008571688907346052,1,60,0.6637828897033714,3.3173193190162424e-05,COMPLETE
153,0.10352851450443268,2023-09-02 12:37:51.299921,2023-09-02 12:37:53.795796,0 days 00:00:02.495875,Tanh,30,16,0.01086755249380867,1,60,0.6234708395343299,1.3882536029291502e-05,COMPLETE
154,0.11217697709798813,2023-09-02 12:37:53.796056,2023-09-02 12:38:08.609479,0 days 00:00:14.813423,Tanh,4,16,0.010233895453895909,1,60,0.6342199872562259,1.3536369526329441e-05,COMPLETE
155,0.10267463326454163,2023-09-02 12:38:08.609742,2023-09-02 12:38:11.039963,0 days 00:00:02.430221,Tanh,30,15,0.005893229710040038,1,60,0.6077745845850426,1.5138511926585058e-05,COMPLETE
156,0.11041346937417984,2023-09-02 12:38:11.040216,2023-09-02 12:38:13.469792,0 days 00:00:02.429576,Leaky,30,15,0.008284921318833328,1,60,0.6087315115988765,1.4730511955018387e-05,COMPLETE
157,0.10365615785121918,2023-09-02 12:38:13.470054,2023-09-02 12:38:15.770516,0 days 00:00:02.300462,Tanh,30,15,0.006332059020503323,1,60,0.5753625838557136,1.2110952507377957e-05,COMPLETE
158,0.11588609963655472,2023-09-02 12:38:15.770771,2023-09-02 12:38:18.460266,0 days 00:00:02.689495,Tanh,30,15,0.005831578405722158,1,60,0.6770636599771989,1.1501787755747443e-05,COMPLETE
159,0.11576095968484879,2023-09-02 12:38:18.460530,2023-09-02 12:38:20.766365,0 days 00:00:02.305835,Tanh,30,16,0.004383531997914086,1,60,0.577683734517721,0.00022905200874715243,COMPLETE
160,0.10592381656169891,2023-09-02 12:38:20.766617,2023-09-02 12:38:23.304789,0 days 00:00:02.538172,Tanh,30,15,0.006189021204450991,1,60,0.6350847305070576,1.248131963813814e-05,COMPLETE
161,0.11366751790046692,2023-09-02 12:38:23.305048,2023-09-02 12:38:25.569656,0 days 00:00:02.264608,Tanh,30,14,0.009553895072987978,1,60,0.5660923130240558,1.6009809542151364e-05,COMPLETE
162,0.10441536456346512,2023-09-02 12:38:25.569905,2023-09-02 12:38:27.957619,0 days 00:00:02.387714,Tanh,30,16,0.007603962368935142,1,60,0.5999049812224129,1.0075142156086711e-05,COMPLETE
163,0.10366487503051758,2023-09-02 12:38:27.957868,2023-09-02 12:38:30.344292,0 days 00:00:02.386424,Tanh,30,16,0.005247693053725671,1,60,0.5997027905456009,1.0160382666245944e-05,COMPLETE
164,0.10315536707639694,2023-09-02 12:38:30.344546,2023-09-02 12:38:32.795139,0 days 00:00:02.450593,Tanh,30,16,0.007765220703253513,1,60,0.6162217602100124,1.09716180106305e-05,COMPLETE
165,0.10841891169548035,2023-09-02 12:38:32.795389,2023-09-02 12:38:35.271132,0 days 00:00:02.475743,Tanh,30,16,0.005155120402325608,1,60,0.620409155957007,1.2460606085711915e-05,COMPLETE
166,0.11159243434667587,2023-09-02 12:38:35.271389,2023-09-02 12:38:37.847389,0 days 00:00:02.576000,Tanh,30,15,0.0067491014805709185,1,60,0.647556279537772,0.00033531432208649606,COMPLETE
167,0.11309356242418289,2023-09-02 12:38:37.847645,2023-09-02 12:38:40.586129,0 days 00:00:02.738484,Tanh,30,17,0.00393971658686849,1,60,0.6866888740499829,1.2116317888202924e-05,COMPLETE
168,0.10983290523290634,2023-09-02 12:38:40.586386,2023-09-02 12:38:42.940922,0 days 00:00:02.354536,Tanh,30,17,0.0054525833020122065,1,60,0.5894513950592187,1.0087576960458376e-05,COMPLETE
169,0.1063043549656868,2023-09-02 12:38:42.941177,2023-09-02 12:38:45.359577,0 days 00:00:02.418400,Tanh,30,16,0.014933866401109379,1,60,0.6083912754082645,1.6893075832588438e-05,COMPLETE
170,0.11007093638181686,2023-09-02 12:38:45.359834,2023-09-02 12:38:47.636061,0 days 00:00:02.276227,Tanh,30,15,0.008035107443970376,1,60,0.5696800390238296,1.3924330272115142e-05,COMPLETE
171,0.10694058239459991,2023-09-02 12:38:47.636321,2023-09-02 12:38:50.041598,0 days 00:00:02.405277,Tanh,30,16,0.0073307328112669455,1,60,0.6022924675073049,1.0393614369628968e-05,COMPLETE
172,0.11405092477798462,2023-09-02 12:38:50.041854,2023-09-02 12:38:52.673878,0 days 00:00:02.632024,Tanh,30,16,0.010029879586022422,1,60,0.6599102802886316,1.0297805976121277e-05,COMPLETE
173,0.10730388760566711,2023-09-02 12:38:52.674139,2023-09-02 12:38:54.779196,0 days 00:00:02.105057,Tanh,30,17,0.006641389785338566,1,60,0.5222704675671597,1.0012188263833491e-05,COMPLETE
174,0.10914844274520874,2023-09-02 12:38:54.779454,2023-09-02 12:38:57.268649,0 days 00:00:02.489195,Tanh,30,16,0.012179429978293087,1,60,0.6229475447853836,1.2647558782489884e-05,COMPLETE
175,0.10656961053609848,2023-09-02 12:38:57.268901,2023-09-02 12:38:59.640234,0 days 00:00:02.371333,Tanh,30,18,0.00836728119269466,1,60,0.5903582514960618,1.4154613713920736e-05,COMPLETE
176,0.11367359012365341,2023-09-02 12:38:59.640489,2023-09-02 12:39:01.833120,0 days 00:00:02.192631,Tanh,30,15,0.004897890576674624,1,60,0.5491560359348833,1.7535800706805405e-05,COMPLETE
177,0.11373855173587799,2023-09-02 12:39:01.833389,2023-09-02 12:39:04.693875,0 days 00:00:02.860486,Tanh,30,15,0.0031457361149463906,1,60,0.7137311419826301,2.393223242857593e-05,COMPLETE
178,0.11625570058822632,2023-09-02 12:39:04.694132,2023-09-02 12:39:13.515639,0 days 00:00:08.821507,Tanh,4,16,0.01760618240698118,1,40,0.5686491158176026,1.725668819518172e-05,COMPLETE
179,0.11315648257732391,2023-09-02 12:39:13.515905,2023-09-02 12:39:16.098611,0 days 00:00:02.582706,Tanh,30,18,0.014332373440364934,1,60,0.6472490739593989,1.2004315505324993e-05,COMPLETE
180,0.11950916051864624,2023-09-02 12:39:16.098878,2023-09-02 12:39:18.199994,0 days 00:00:02.101116,Leaky,30,17,0.010227566845222849,1,60,0.5264838648632743,0.00069813810495369,COMPLETE
181,0.10508878529071808,2023-09-02 12:39:18.200257,2023-09-02 12:39:20.580160,0 days 00:00:02.379903,Tanh,30,16,0.025455354176984,1,60,0.5968305362939904,1.4568569550162753e-05,COMPLETE
182,0.11553548276424408,2023-09-02 12:39:20.580422,2023-09-02 12:39:22.802516,0 days 00:00:02.222094,Tanh,30,15,0.0024704667847551634,1,60,0.5554017735178258,1.4572702718521313e-05,COMPLETE
183,0.10295600444078445,2023-09-02 12:39:22.802791,2023-09-02 12:39:24.875761,0 days 00:00:02.072970,Tanh,30,14,0.007840939306659515,1,60,0.5192804060710979,2.1339695869354987e-05,COMPLETE
184,0.11596202850341797,2023-09-02 12:39:24.876049,2023-09-02 12:39:27.204817,0 days 00:00:02.328768,Tanh,30,14,0.007430301346572261,1,60,0.5846329370516108,2.001448073067785e-05,COMPLETE
185,0.10760965198278427,2023-09-02 12:39:27.205074,2023-09-02 12:39:29.685633,0 days 00:00:02.480559,Tanh,30,14,0.012248459841014223,1,60,0.6240442026132669,2.2465937773325064e-05,COMPLETE
186,0.1056659072637558,2023-09-02 12:39:29.685889,2023-09-02 12:39:31.794015,0 days 00:00:02.108126,Tanh,30,16,0.005821076489511898,1,60,0.5252667148886264,1.1912871501778884e-05,COMPLETE
187,0.1113983616232872,2023-09-02 12:39:31.794277,2023-09-02 12:39:34.055476,0 days 00:00:02.261199,Tanh,30,15,0.009674455589841962,1,60,0.5668986982798135,0.00011790767565494562,COMPLETE
188,0.10478522628545761,2023-09-02 12:39:34.055736,2023-09-02 12:39:36.484824,0 days 00:00:02.429088,Tanh,30,17,0.007855215737570817,1,60,0.6062025985135514,1.7292988312373743e-05,COMPLETE
189,0.11248520761728287,2023-09-02 12:39:36.485088,2023-09-02 12:39:37.860702,0 days 00:00:01.375614,Tanh,30,15,0.016776000063609058,1,40,0.5122007223483465,2.7669768842655904e-05,COMPLETE
190,0.10668659210205078,2023-09-02 12:39:37.860969,2023-09-02 12:39:40.038260,0 days 00:00:02.177291,Tanh,30,16,0.004479628144465263,1,60,0.5435967793822807,1.2115429153004263e-05,COMPLETE
191,0.11102161556482315,2023-09-02 12:39:40.038528,2023-09-02 12:39:41.995543,0 days 00:00:01.957015,Tanh,30,15,0.03534969817753897,1,60,0.4872805755431495,1.486974990496084e-05,COMPLETE
192,0.10061225295066833,2023-09-02 12:39:41.995806,2023-09-02 12:39:44.021793,0 days 00:00:02.025987,Tanh,30,18,0.006479885930463251,1,60,0.5031928776888607,1.668497575170283e-05,COMPLETE
193,0.09916045516729355,2023-09-02 12:39:44.022058,2023-09-02 12:39:46.328946,0 days 00:00:02.306888,Tanh,30,18,0.00584032112873896,1,60,0.5735109440931516,1.9130890288777993e-05,COMPLETE
194,0.11478643864393234,2023-09-02 12:39:46.329239,2023-09-02 12:39:48.495649,0 days 00:00:02.166410,Tanh,30,18,0.006826367728968695,1,60,0.5370570665957062,2.0395659453937716e-05,COMPLETE
195,0.10860782861709595,2023-09-02 12:39:48.495917,2023-09-02 12:39:50.789406,0 days 00:00:02.293489,Tanh,30,18,0.0053784520229262205,1,60,0.5690253749917769,2.3018711520884917e-05,COMPLETE
196,0.11937259137630463,2023-09-02 12:39:50.789673,2023-09-02 12:39:52.838481,0 days 00:00:02.048808,Tanh,30,18,0.001430379823168331,1,60,0.5098234342965939,1.799811874388291e-05,COMPLETE
197,0.1027805432677269,2023-09-02 12:39:52.838754,2023-09-02 12:39:55.371032,0 days 00:00:02.532278,Tanh,30,17,0.003977231380687305,1,60,0.6325946980095917,3.0047053171251075e-05,COMPLETE
198,0.11092539876699448,2023-09-02 12:39:55.371289,2023-09-02 12:39:58.037462,0 days 00:00:02.666173,Tanh,30,17,0.0038318009898444323,1,60,0.6633201736774844,3.0154846146977974e-05,COMPLETE
199,0.1372036337852478,2023-09-02 12:39:58.037731,2023-09-02 12:40:00.268948,0 days 00:00:02.231217,Tanh,30,17,0.004718433760057598,1,60,0.5546605956111812,0.004304809704966306,COMPLETE
200,0.11152315884828568,2023-09-02 12:40:00.269205,2023-09-02 12:40:02.860401,0 days 00:00:02.591196,Tanh,30,19,0.006495332255706466,1,60,0.6445959516838337,2.188186570435882e-05,COMPLETE
201,0.10676837712526321,2023-09-02 12:40:02.860672,2023-09-02 12:40:05.371973,0 days 00:00:02.511301,Tanh,30,18,0.0058726267956276815,1,60,0.6263669857299102,1.6089538466397896e-05,COMPLETE
202,0.10819528251886368,2023-09-02 12:40:05.372231,2023-09-02 12:40:07.746849,0 days 00:00:02.374618,Tanh,30,17,0.01172502778484757,1,60,0.5937818099140838,2.5656405468708555e-05,COMPLETE
203,0.11124976724386215,2023-09-02 12:40:07.747108,2023-09-02 12:40:10.072005,0 days 00:00:02.324897,Tanh,30,18,0.008831267601061754,1,60,0.5771958657045344,1.387413264305671e-05,COMPLETE
204,0.1133989691734314,2023-09-02 12:40:10.072267,2023-09-02 12:40:12.185060,0 days 00:00:02.112793,Tanh,30,14,0.013755034385740116,1,60,0.5310674665260925,1.7892595626515202e-05,COMPLETE
205,0.10638295859098434,2023-09-02 12:40:12.185323,2023-09-02 12:40:14.664401,0 days 00:00:02.479078,Tanh,30,16,0.009251585159845177,1,60,0.6199224637434669,1.3369398690508717e-05,COMPLETE
206,0.10911258310079575,2023-09-02 12:40:14.664658,2023-09-02 12:40:17.374857,0 days 00:00:02.710199,Tanh,30,17,0.0031868138457545737,1,60,0.680175616534858,3.5455771261597805e-05,COMPLETE
207,0.10551813244819641,2023-09-02 12:40:17.375124,2023-09-02 12:40:19.382484,0 days 00:00:02.007360,Tanh,30,15,0.004172423769165364,1,60,0.5027154682265567,1.948820083742335e-05,COMPLETE
208,0.11883145570755005,2023-09-02 12:40:19.382750,2023-09-02 12:40:32.742484,0 days 00:00:13.359734,Tanh,4,14,0.0005235323290137864,1,60,0.5754483530131731,1.180791304190793e-05,COMPLETE
209,0.10846731811761856,2023-09-02 12:40:32.742794,2023-09-02 12:40:34.947817,0 days 00:00:02.205023,Tanh,30,19,0.006160999816374181,1,60,0.5504421973454646,1.5813035532378478e-05,COMPLETE
210,0.11865650117397308,2023-09-02 12:40:34.948075,2023-09-02 12:40:36.652972,0 days 00:00:01.704897,Tanh,30,13,0.010909682942922957,1,40,0.6441352093487618,0.00014900100874602125,COMPLETE
211,0.11029474437236786,2023-09-02 12:40:36.653233,2023-09-02 12:40:39.047339,0 days 00:00:02.394106,Tanh,30,16,0.007627085459098251,1,60,0.6015738625564191,1.0757943889081579e-05,COMPLETE
212,0.10993442684412003,2023-09-02 12:40:39.047599,2023-09-02 12:40:41.462992,0 days 00:00:02.415393,Tanh,30,16,0.008250126047846099,1,60,0.605006205990808,1.013846705840942e-05,COMPLETE
213,0.11838630586862564,2023-09-02 12:40:41.463251,2023-09-02 12:40:43.795081,0 days 00:00:02.331830,Tanh,30,17,0.005170300362785154,1,60,0.5845823750900222,1.336210534318636e-05,COMPLETE
214,0.10375330597162247,2023-09-02 12:40:43.795340,2023-09-02 12:40:46.280780,0 days 00:00:02.485440,Tanh,30,15,0.006509085169839799,1,60,0.6231426807375656,1.1861422383295602e-05,COMPLETE
215,0.10015109181404114,2023-09-02 12:40:46.281039,2023-09-02 12:40:48.765810,0 days 00:00:02.484771,Tanh,30,15,0.018887577677359695,1,60,0.623022253805917,1.6180253408895194e-05,COMPLETE
216,0.1157136932015419,2023-09-02 12:40:48.766072,2023-09-02 12:40:50.964313,0 days 00:00:02.198241,Leaky,30,15,0.02007409338243401,1,60,0.5561084924458599,0.00018388923767886133,COMPLETE
217,0.10835468024015427,2023-09-02 12:40:50.964569,2023-09-02 12:41:00.611461,0 days 00:00:09.646892,Tanh,10,14,0.02680043749045274,1,80,0.7375062276425528,2.2972291572854493e-05,COMPLETE
218,0.107650525867939,2023-09-02 12:41:00.611722,2023-09-02 12:41:03.303813,0 days 00:00:02.692091,Tanh,30,18,0.01644825787831893,1,60,0.674482210007971,1.7281269724701805e-05,COMPLETE
219,0.10427295416593552,2023-09-02 12:41:03.304079,2023-09-02 12:41:05.846847,0 days 00:00:02.542768,Tanh,30,15,0.023644021958195517,1,60,0.6397152673348501,2.8376328631266836e-05,COMPLETE
220,0.10412009060382843,2023-09-02 12:41:05.847116,2023-09-02 12:41:08.632374,0 days 00:00:02.785258,Tanh,30,16,0.01443122982965082,1,80,0.5250430953042642,1.5549779823266257e-05,COMPLETE
221,0.10625594854354858,2023-09-02 12:41:08.632639,2023-09-02 12:41:11.370869,0 days 00:00:02.738230,Tanh,30,16,0.014706423426732179,1,80,0.5153199273232641,1.512590341322775e-05,COMPLETE
222,0.10739695280790329,2023-09-02 12:41:11.371122,2023-09-02 12:41:14.217555,0 days 00:00:02.846433,Tanh,30,17,0.020136618826698753,1,80,0.5332168324037929,1.990334568606556e-05,COMPLETE
223,0.10313095152378082,2023-09-02 12:41:14.217820,2023-09-02 12:41:17.277469,0 days 00:00:03.059649,Tanh,30,16,0.01809684150529859,1,80,0.5775125767269572,1.3607324509871989e-05,COMPLETE
224,0.11175621300935745,2023-09-02 12:41:17.277730,2023-09-02 12:41:20.366385,0 days 00:00:03.088655,Tanh,30,15,0.017968029518591697,1,80,0.5804734318603778,1.306643494849532e-05,COMPLETE
225,0.17719583213329315,2023-09-02 12:41:20.366647,2023-09-02 12:41:23.406649,0 days 00:00:03.040002,Tanh,30,17,0.027845557574539877,1,80,0.5725389815490596,0.019150771910820732,COMPLETE
226,0.09931695461273193,2023-09-02 12:41:23.406900,2023-09-02 12:41:25.862686,0 days 00:00:02.455786,Tanh,30,16,0.006359555909508309,1,60,0.6166137493569845,1.842195318826075e-05,COMPLETE
227,0.10320388525724411,2023-09-02 12:41:25.862958,2023-09-02 12:41:28.325688,0 days 00:00:02.462730,Tanh,30,18,0.005025845325535458,1,60,0.6173213225610192,2.2090056531751696e-05,COMPLETE
228,0.1117708757519722,2023-09-02 12:41:28.325943,2023-09-02 12:42:01.695520,0 days 00:00:33.369577,Tanh,2,18,0.004141784034776958,1,80,0.5541440061768919,2.4762366914141066e-05,COMPLETE
229,0.10941191017627716,2023-09-02 12:42:01.695791,2023-09-02 12:42:04.305819,0 days 00:00:02.610028,Tanh,30,18,0.0047757273764680395,1,60,0.6554994968278971,2.1125700358198348e-05,COMPLETE
230,0.11113301664590836,2023-09-02 12:42:04.306085,2023-09-02 12:42:06.790778,0 days 00:00:02.484693,Tanh,16,19,0.005165411899212024,1,80,0.2777838665816724,2.8794555800653554e-05,COMPLETE
231,0.10299188643693924,2023-09-02 12:42:06.791071,2023-09-02 12:42:09.305702,0 days 00:00:02.514631,Tanh,30,15,0.0059706930873431475,1,60,0.6311041759950572,1.2614232173490079e-05,COMPLETE
232,0.10410469025373459,2023-09-02 12:42:09.305972,2023-09-02 12:42:11.802817,0 days 00:00:02.496845,Tanh,30,19,0.006091136077064753,1,60,0.6229259280312077,1.866359798342424e-05,COMPLETE
233,0.10806670784950256,2023-09-02 12:42:11.803080,2023-09-02 12:42:14.212408,0 days 00:00:02.409328,Tanh,30,18,0.005064895895444882,1,60,0.5995479573669433,5.5786690052290005e-05,COMPLETE
234,0.10606120526790619,2023-09-02 12:42:14.212675,2023-09-02 12:42:17.015027,0 days 00:00:02.802352,Tanh,30,17,0.003957117470942706,1,60,0.6995474359303634,1.40042025354308e-05,COMPLETE
235,0.24620592594146729,2023-09-02 12:42:17.015290,2023-09-02 12:42:19.537006,0 days 00:00:02.521716,Tanh,30,14,1.3038249492449164e-05,1,60,0.6351450950541303,1.6102169361847506e-05,COMPLETE
236,0.10828965902328491,2023-09-02 12:42:19.537272,2023-09-02 12:42:21.969979,0 days 00:00:02.432707,Tanh,30,16,0.006808048573343476,1,60,0.6099779741857201,2.183592578030717e-05,COMPLETE
237,0.12443375587463379,2023-09-02 12:42:21.970243,2023-09-02 12:42:22.961175,0 days 00:00:00.990932,Tanh,30,17,0.005723946336518964,1,60,0.23945862690663575,0.00029887682235224506,COMPLETE
238,0.12565699219703674,2023-09-02 12:42:22.961435,2023-09-02 12:42:25.916661,0 days 00:00:02.955226,Tanh,30,3,0.023509016507242818,1,80,0.5668435111880814,0.00010195399597805313,COMPLETE
239,0.10620366036891937,2023-09-02 12:42:25.916944,2023-09-02 12:42:28.578566,0 days 00:00:02.661622,Tanh,30,15,0.031284655043276925,1,60,0.6673751595791907,1.2820213364795749e-05,COMPLETE
240,0.11170843988656998,2023-09-02 12:42:28.578831,2023-09-02 12:42:30.756967,0 days 00:00:02.178136,Tanh,30,16,0.003177322594877664,1,60,0.5445510701575458,1.8409921596219944e-05,COMPLETE
241,0.11115623265504837,2023-09-02 12:42:30.757232,2023-09-02 12:42:33.261730,0 days 00:00:02.504498,Tanh,30,15,0.007045561695788551,1,60,0.626886761495947,1.2464535944843243e-05,COMPLETE
242,0.10736528784036636,2023-09-02 12:42:33.261997,2023-09-02 12:42:35.711225,0 days 00:00:02.449228,Tanh,30,15,0.006454031235593801,1,60,0.612413661713751,1.2404696808721858e-05,COMPLETE
243,0.10833194106817245,2023-09-02 12:42:35.711496,2023-09-02 12:42:38.270486,0 days 00:00:02.558990,Tanh,30,15,0.008255121197340667,1,60,0.642040763984207,8.165518058173373e-05,COMPLETE
244,0.11402726173400879,2023-09-02 12:42:38.270794,2023-09-02 12:42:40.555914,0 days 00:00:02.285120,Tanh,30,6,0.017950564968874195,1,60,0.5802297756624264,1.4553388091170504e-05,COMPLETE
245,0.10774533450603485,2023-09-02 12:42:40.556181,2023-09-02 12:42:42.964689,0 days 00:00:02.408508,Tanh,30,14,0.005533682920036728,1,60,0.6040228770699605,1.1852187053484189e-05,COMPLETE
246,0.12142692506313324,2023-09-02 12:42:42.964955,2023-09-02 12:42:44.903041,0 days 00:00:01.938086,Tanh,30,16,0.004539169372487417,1,60,0.4836368338719467,0.00047125118517413515,COMPLETE
247,0.11934386938810349,2023-09-02 12:42:44.903307,2023-09-02 12:42:45.955797,0 days 00:00:01.052490,Tanh,30,15,0.011918383882779543,1,80,0.19090609759646973,1.6574990356631248e-05,COMPLETE
248,0.10282444953918457,2023-09-02 12:42:45.956063,2023-09-02 12:42:48.316914,0 days 00:00:02.360851,Tanh,30,18,0.0068509558992623865,1,60,0.5888264981915607,2.5341267499077326e-05,COMPLETE
