number,value,datetime_start,datetime_complete,duration,params_activation1,params_batch_size,params_fl1,params_learning_rate,params_n_layers,params_num_epochs,params_train_size,params_weight_decay,state
249,0.10508451610803604,2023-09-02 12:42:48.317182,2023-09-02 12:42:49.816759,0 days 00:00:01.499577,Tanh,30,18,0.02187333533795452,1,40,0.5547725394971175,2.4924011257939402e-05,COMPLETE
250,0.10541125386953354,2023-09-02 12:42:49.817036,2023-09-02 12:43:03.370351,0 days 00:00:13.553315,Tanh,4,18,0.00855699040672548,1,60,0.5845631446205025,4.311094241324214e-05,COMPLETE
251,0.10626253485679626,2023-09-02 12:43:03.370618,2023-09-02 12:43:06.075369,0 days 00:00:02.704751,Tanh,30,19,0.0038669228089972412,1,80,0.5038354259828208,3.311857772810777e-05,COMPLETE
252,0.10879652202129364,2023-09-02 12:43:06.075634,2023-09-02 12:43:09.581539,0 days 00:00:03.505905,Tanh,16,17,0.0167573810716561,1,60,0.5285429307394927,2.1325642912886492e-05,COMPLETE
253,0.1135077178478241,2023-09-02 12:43:09.581803,2023-09-02 12:43:11.940067,0 days 00:00:02.358264,Leaky,30,18,0.012982813209125527,1,60,0.5910692044674883,2.6386636394900053e-05,COMPLETE
254,0.10504946857690811,2023-09-02 12:43:11.940336,2023-09-02 12:43:14.944224,0 days 00:00:03.003888,Tanh,30,17,0.007219455157984699,1,80,0.5623632103225668,1.9350797257400044e-05,COMPLETE
255,0.12057673186063766,2023-09-02 12:43:14.944493,2023-09-02 12:43:17.554063,0 days 00:00:02.609570,Tanh,30,16,0.005559900104492124,1,60,0.6583033686159105,0.002078380830636342,COMPLETE
256,0.11950048059225082,2023-09-02 12:43:17.554324,2023-09-02 12:43:22.905994,0 days 00:00:05.351670,Tanh,10,17,0.0318087006221855,1,60,0.5435553653663319,0.0001265497423103264,COMPLETE
257,0.10392347723245621,2023-09-02 12:43:22.906262,2023-09-02 12:43:27.016284,0 days 00:00:04.110022,Tanh,30,19,0.01062775767305953,1,80,0.7715563524951461,1.5632638320250205e-05,COMPLETE
258,0.11354240775108337,2023-09-02 12:43:27.016549,2023-09-02 12:43:28.217670,0 days 00:00:01.201121,Tanh,30,16,0.020175385099581392,1,60,0.2960080232840758,3.8171015539812436e-05,COMPLETE
259,0.11874843388795853,2023-09-02 12:43:28.217936,2023-09-02 12:43:29.093435,0 days 00:00:00.875499,Tanh,30,14,0.04691176872743147,1,60,0.21062274051329635,2.2492150765112807e-05,COMPLETE
260,0.11970110982656479,2023-09-02 12:43:29.093730,2023-09-02 12:43:32.402280,0 days 00:00:03.308550,Sigmoid,30,18,0.0035318499764253517,1,80,0.6201375734332213,1.7993028712250878e-05,COMPLETE
261,0.11404046416282654,2023-09-02 12:43:32.402541,2023-09-02 12:43:33.919677,0 days 00:00:01.517136,Tanh,30,18,0.00778286059024637,1,60,0.373632616427821,1.0010682452972986e-05,COMPLETE
262,0.10954689979553223,2023-09-02 12:43:33.919942,2023-09-02 12:44:00.845458,0 days 00:00:26.925516,Tanh,2,17,0.004894860293096489,1,60,0.5938353179236172,1.4359116820405215e-05,COMPLETE
263,0.1305195838212967,2023-09-02 12:44:00.845734,2023-09-02 12:44:03.168563,0 days 00:00:02.322829,Tanh,30,16,0.0020457959099390325,1,100,0.345823622756634,2.690953670844839e-05,COMPLETE
264,0.1144852265715599,2023-09-02 12:44:03.168821,2023-09-02 12:44:04.876362,0 days 00:00:01.707541,Tanh,30,14,0.024181578232849117,1,80,0.3168754079932447,6.769136936120089e-05,COMPLETE
265,0.14371289312839508,2023-09-02 12:44:04.876632,2023-09-02 12:44:05.652091,0 days 00:00:00.775459,Tanh,16,13,0.006232333973890418,1,60,0.11247118033307806,1.77521096228722e-05,COMPLETE
266,0.11411986500024796,2023-09-02 12:44:05.652356,2023-09-02 12:44:07.656657,0 days 00:00:02.004301,Tanh,30,16,0.002765169657371592,1,60,0.5025166982803594,1.3987418438393117e-05,COMPLETE
267,0.10629479587078094,2023-09-02 12:44:07.656924,2023-09-02 12:44:10.181889,0 days 00:00:02.524965,Tanh,30,19,0.015960026234762913,1,80,0.4739293099195044,0.0002198066906846748,COMPLETE
268,0.11632893234491348,2023-09-02 12:44:10.182154,2023-09-02 12:44:12.905423,0 days 00:00:02.723269,Tanh,30,15,0.0016829222903031388,1,60,0.6856708560495068,1.1842037785792556e-05,COMPLETE
269,0.12851186096668243,2023-09-02 12:44:12.905689,2023-09-02 12:44:15.158998,0 days 00:00:02.253309,Tanh,30,17,0.000845474113582619,1,60,0.5621890724271631,3.0254159492036415e-05,COMPLETE
270,0.09710277616977692,2023-09-02 12:44:15.159307,2023-09-02 12:44:18.558634,0 days 00:00:03.399327,Tanh,30,18,0.009098220545627594,1,80,0.6393895051864894,2.1383278385819193e-05,COMPLETE
271,0.1031707301735878,2023-09-02 12:44:18.558897,2023-09-02 12:44:21.983976,0 days 00:00:03.425079,Tanh,30,18,0.009236333342228014,1,80,0.643742240975436,2.284288479564958e-05,COMPLETE
272,0.10839542746543884,2023-09-02 12:44:21.984239,2023-09-02 12:44:25.352868,0 days 00:00:03.368629,Sigmoid,30,18,0.00982687813628779,1,80,0.6343674120024163,2.1661052182732885e-05,COMPLETE
273,0.09663863480091095,2023-09-02 12:44:25.353135,2023-09-02 12:44:28.894248,0 days 00:00:03.541113,Tanh,30,18,0.012044309116265053,1,80,0.6640237431266126,2.4824563098071513e-05,COMPLETE
274,0.108338363468647,2023-09-02 12:44:28.894520,2023-09-02 12:44:32.571670,0 days 00:00:03.677150,Tanh,30,18,0.012446694938180989,1,80,0.6930897389377146,3.254219528973994e-05,COMPLETE
275,0.10508956015110016,2023-09-02 12:44:32.571965,2023-09-02 12:44:36.087036,0 days 00:00:03.515071,Tanh,30,19,0.013764627506216818,1,80,0.6583549455551924,2.473372518676715e-05,COMPLETE
276,0.11597695201635361,2023-09-02 12:44:36.087296,2023-09-02 12:44:56.777709,0 days 00:00:20.690413,Leaky,4,18,0.010124988199192829,1,80,0.6667462709012779,2.76733850011397e-05,COMPLETE
277,0.09807996451854706,2023-09-02 12:44:56.777992,2023-09-02 12:45:00.223496,0 days 00:00:03.445504,Tanh,30,19,0.008493759791226648,1,80,0.6432951495053943,2.226682483554791e-05,COMPLETE
278,0.10204675048589706,2023-09-02 12:45:00.223772,2023-09-02 12:45:03.664465,0 days 00:00:03.440693,Tanh,30,19,0.008305450467435116,1,80,0.6445814143683878,2.261244932150147e-05,COMPLETE
279,0.1015070304274559,2023-09-02 12:45:03.664738,2023-09-02 12:45:09.690853,0 days 00:00:06.026115,Tanh,16,19,0.00913451574013675,1,80,0.6796807462784101,3.6415305226872514e-05,COMPLETE
280,0.0976075679063797,2023-09-02 12:45:09.691124,2023-09-02 12:45:16.024835,0 days 00:00:06.333711,Tanh,16,20,0.008443443363955897,1,80,0.7157527519793478,4.569999654392993e-05,COMPLETE
281,0.11163541674613953,2023-09-02 12:45:16.025115,2023-09-02 12:45:22.176817,0 days 00:00:06.151702,Tanh,16,20,0.011189535562774747,1,80,0.6968154034804027,3.877572312599262e-05,COMPLETE
282,0.105646513402462,2023-09-02 12:45:22.177127,2023-09-02 12:45:28.469941,0 days 00:00:06.292814,Tanh,16,20,0.009023391277679914,1,80,0.7109612281842537,5.1837863470535475e-05,COMPLETE
283,0.1112595871090889,2023-09-02 12:45:28.470216,2023-09-02 12:45:34.826239,0 days 00:00:06.356023,Tanh,16,19,0.013829941471481411,1,80,0.7206311997029663,3.5120271281246953e-05,COMPLETE
284,0.09899982810020447,2023-09-02 12:45:34.826521,2023-09-02 12:45:41.626589,0 days 00:00:06.800068,Tanh,16,19,0.008584888083939313,1,80,0.7685091009577927,3.14712682928551e-05,COMPLETE
285,0.10316336154937744,2023-09-02 12:45:41.626852,2023-09-02 12:45:48.077857,0 days 00:00:06.451005,ReLU,16,20,0.008209341605137886,1,80,0.7284306373164514,3.6764252685966344e-05,COMPLETE
286,0.10503195226192474,2023-09-02 12:45:48.078126,2023-09-02 12:45:55.088760,0 days 00:00:07.010634,Sigmoid,16,20,0.009127430926508737,1,80,0.7941780162356149,3.354866366415613e-05,COMPLETE
287,0.1092894971370697,2023-09-02 12:45:55.089034,2023-09-02 12:46:01.786177,0 days 00:00:06.697143,Tanh,16,19,0.011790953624206095,1,80,0.7542919164896335,2.9931289784354727e-05,COMPLETE
288,0.10043983161449432,2023-09-02 12:46:01.786439,2023-09-02 12:46:08.438109,0 days 00:00:06.651670,Tanh,16,19,0.007470445018201807,1,80,0.7513974142619347,4.302717488366828e-05,COMPLETE
289,0.1064063087105751,2023-09-02 12:46:08.438412,2023-09-02 12:46:20.782863,0 days 00:00:12.344451,Tanh,8,19,0.00732014350511137,1,80,0.7603972375929389,5.5550436608609355e-05,COMPLETE
290,0.1248890683054924,2023-09-02 12:46:20.783141,2023-09-02 12:46:27.296699,0 days 00:00:06.513558,Tanh,16,19,0.07766848695879613,1,80,0.741436290197962,4.11866909165616e-05,COMPLETE
291,0.09986849129199982,2023-09-02 12:46:27.296968,2023-09-02 12:46:34.067695,0 days 00:00:06.770727,Tanh,16,20,0.007685238933141489,1,80,0.7611300583150014,2.8231863178848495e-05,COMPLETE
292,0.1085873618721962,2023-09-02 12:46:34.067966,2023-09-02 12:46:41.021519,0 days 00:00:06.953553,Tanh,16,20,0.008501135151388438,1,80,0.7840678834208847,4.617047474207545e-05,COMPLETE
293,0.10532651096582413,2023-09-02 12:46:41.021790,2023-09-02 12:46:47.579618,0 days 00:00:06.557828,Tanh,16,20,0.010683375328867501,1,80,0.7386452401550981,2.891638278667725e-05,COMPLETE
294,0.10265301167964935,2023-09-02 12:46:47.579887,2023-09-02 12:46:54.615066,0 days 00:00:07.035179,Tanh,16,21,0.007905324444587254,1,80,0.7948539292368356,4.6260720858962075e-05,COMPLETE
295,0.09848441928625107,2023-09-02 12:46:54.615333,2023-09-02 12:47:01.704609,0 days 00:00:07.089276,Tanh,16,22,0.007452831544329346,1,80,0.797326393416294,4.915684893523884e-05,COMPLETE
296,0.12317152321338654,2023-09-02 12:47:01.704887,2023-09-02 12:47:08.272517,0 days 00:00:06.567630,Tanh,16,22,0.05519582346045587,1,80,0.7486825292783424,5.24250952926554e-05,COMPLETE
297,0.10089464485645294,2023-09-02 12:47:08.272787,2023-09-02 12:47:15.300459,0 days 00:00:07.027672,Tanh,16,20,0.009351769359170764,1,80,0.7946947637839091,4.15247134067122e-05,COMPLETE
298,0.10949044674634933,2023-09-02 12:47:15.300727,2023-09-02 12:47:22.151828,0 days 00:00:06.851101,Tanh,16,21,0.011244352992236443,1,80,0.7798670201236517,4.897390689018511e-05,COMPLETE
299,0.10512688755989075,2023-09-02 12:47:22.152113,2023-09-02 12:47:29.074183,0 days 00:00:06.922070,Sigmoid,16,21,0.009438018275555496,1,80,0.787827010397916,4.30946898634748e-05,COMPLETE
300,0.11214599013328552,2023-09-02 12:47:29.074453,2023-09-02 12:47:35.825410,0 days 00:00:06.750957,Tanh,16,20,0.008380473622499541,1,80,0.7652924679927361,6.647047145275615e-05,COMPLETE
301,0.0983467772603035,2023-09-02 12:47:35.825693,2023-09-02 12:47:42.825815,0 days 00:00:07.000122,Tanh,16,22,0.013890890536623974,1,80,0.7925266067919696,4.316930579145904e-05,COMPLETE
302,0.09313943982124329,2023-09-02 12:47:42.826113,2023-09-02 12:47:49.753061,0 days 00:00:06.926948,Tanh,16,22,0.012467007297075967,1,80,0.7823034529668244,4.318714096225806e-05,COMPLETE
303,0.10806366801261902,2023-09-02 12:47:49.753328,2023-09-02 12:47:56.411841,0 days 00:00:06.658513,Leaky,16,23,0.013994492293137789,1,80,0.7553020310922007,6.0589568607920804e-05,COMPLETE
304,0.08935478329658508,2023-09-02 12:47:56.412106,2023-09-02 12:48:03.483652,0 days 00:00:07.071546,Tanh,16,21,0.013076527848255335,1,80,0.7985996452743718,4.231570259072143e-05,COMPLETE
305,0.10303207486867905,2023-09-02 12:48:03.483915,2023-09-02 12:48:10.496506,0 days 00:00:07.012591,Tanh,16,23,0.01230283024689337,1,80,0.7907611986695317,3.800120816147688e-05,COMPLETE
306,0.09475001692771912,2023-09-02 12:48:10.496773,2023-09-02 12:48:16.856571,0 days 00:00:06.359798,Tanh,16,22,0.015045038357163079,1,80,0.7204843126676342,4.1651587810023026e-05,COMPLETE
307,0.10194437950849533,2023-09-02 12:48:16.856846,2023-09-02 12:48:23.254234,0 days 00:00:06.397388,Tanh,16,22,0.014488788296031478,1,80,0.7224094442515201,4.1865603316797135e-05,COMPLETE
308,0.11213028430938721,2023-09-02 12:48:23.254504,2023-09-02 12:48:29.653743,0 days 00:00:06.399239,Tanh,16,22,0.013246457989874375,1,80,0.7228413454398313,4.6043555815230056e-05,COMPLETE
309,0.11249089241027832,2023-09-02 12:48:29.654017,2023-09-02 12:48:36.103890,0 days 00:00:06.449873,Tanh,16,22,0.011286814170148667,1,80,0.7270011164257536,4.198212899713283e-05,COMPLETE
310,0.1016891598701477,2023-09-02 12:48:36.104157,2023-09-02 12:48:42.804321,0 days 00:00:06.700164,ReLU,16,22,0.015580630771182987,1,80,0.7582628814549206,6.250249144640724e-05,COMPLETE
311,0.09591936320066452,2023-09-02 12:48:42.804592,2023-09-02 12:48:49.556459,0 days 00:00:06.751867,ReLU,16,23,0.015554790932006365,1,80,0.7635516870537836,6.424109075096375e-05,COMPLETE
312,0.11183370649814606,2023-09-02 12:48:49.556729,2023-09-02 12:48:56.276567,0 days 00:00:06.719838,ReLU,16,23,0.016097631492202974,1,80,0.7594628886279529,7.317664732640928e-05,COMPLETE
313,0.10006749629974365,2023-09-02 12:48:56.276835,2023-09-02 12:49:02.590561,0 days 00:00:06.313726,ReLU,16,22,0.014939504431295578,1,80,0.7139616310161572,5.8606734256395764e-05,COMPLETE
314,0.1221461072564125,2023-09-02 12:49:02.590831,2023-09-02 12:49:09.602400,0 days 00:00:07.011569,ReLU,16,22,0.014801375754933623,1,80,0.796411173081249,5.8680719482118855e-05,COMPLETE
315,0.10907427221536636,2023-09-02 12:49:09.602678,2023-09-02 12:49:15.934061,0 days 00:00:06.331383,ReLU,16,22,0.016085528490024356,1,80,0.7168847702842566,4.909424685577842e-05,COMPLETE
316,0.10382125526666641,2023-09-02 12:49:15.934333,2023-09-02 12:49:22.528652,0 days 00:00:06.594319,ReLU,16,24,0.014096788634855683,1,80,0.7480366453683778,5.141329178880606e-05,COMPLETE
317,0.11691362410783768,2023-09-02 12:49:22.528924,2023-09-02 12:49:29.157264,0 days 00:00:06.628340,Sigmoid,16,21,0.001221857107121428,1,80,0.7551232044133764,5.901698023319469e-05,COMPLETE
318,0.10462038964033127,2023-09-02 12:49:29.157535,2023-09-02 12:49:35.427056,0 days 00:00:06.269521,ReLU,16,22,0.012579450714144612,1,80,0.709473025306366,7.665215224066774e-05,COMPLETE
319,0.1205551028251648,2023-09-02 12:49:35.427330,2023-09-02 12:49:42.173453,0 days 00:00:06.746123,ReLU,16,23,0.016023967037959008,1,80,0.7669117695350922,9.417286180073564e-05,COMPLETE
320,0.10184642672538757,2023-09-02 12:49:42.173722,2023-09-02 12:49:48.608663,0 days 00:00:06.434941,Sigmoid,16,23,0.010587956994135292,1,80,0.7297760064468007,4.105116899299316e-05,COMPLETE
321,0.09733951836824417,2023-09-02 12:49:48.608931,2023-09-02 12:49:55.643639,0 days 00:00:07.034708,ReLU,16,23,0.010604256230541833,1,80,0.7946337764225133,3.8392743564862515e-05,COMPLETE
322,0.0976211354136467,2023-09-02 12:49:55.643909,2023-09-02 12:50:02.647162,0 days 00:00:07.003253,ReLU,16,24,0.010318558389409146,1,80,0.7916334570176641,3.668402397709002e-05,COMPLETE
323,0.10397502779960632,2023-09-02 12:50:02.647437,2023-09-02 12:50:09.638760,0 days 00:00:06.991323,ReLU,16,23,0.010259673208207002,1,80,0.7911563545605467,6.684071432832969e-05,COMPLETE
324,0.10477276891469955,2023-09-02 12:50:09.639052,2023-09-02 12:50:16.466673,0 days 00:00:06.827621,ReLU,16,24,0.010686623290767009,1,80,0.771730023144984,3.785742553213953e-05,COMPLETE
325,0.10498075932264328,2023-09-02 12:50:16.466946,2023-09-02 12:50:23.527848,0 days 00:00:07.060902,ReLU,16,21,0.012596045453832598,1,80,0.7981014198905094,5.255754355432386e-05,COMPLETE
326,0.09859603643417358,2023-09-02 12:50:23.528117,2023-09-02 12:50:30.617667,0 days 00:00:07.089550,ReLU,16,24,0.0022722683251803714,1,80,0.7975645929015762,3.8858599682723624e-05,COMPLETE
327,0.09626688063144684,2023-09-02 12:50:30.617938,2023-09-02 12:50:37.716566,0 days 00:00:07.098628,ReLU,16,23,0.009626620675855613,1,80,0.7948609887434686,3.397647568376359e-05,COMPLETE
328,0.10564985871315002,2023-09-02 12:50:37.716844,2023-09-02 12:50:44.794423,0 days 00:00:07.077579,ReLU,16,24,0.0014305849291105525,1,80,0.7956391724674998,3.642306576310122e-05,COMPLETE
329,0.1083735004067421,2023-09-02 12:50:44.794703,2023-09-02 12:50:51.478787,0 days 00:00:06.684084,ReLU,16,24,0.0007240464401599631,1,80,0.7549695879380436,3.373236104777014e-05,COMPLETE
330,0.0999595895409584,2023-09-02 12:50:51.479061,2023-09-02 12:50:58.571987,0 days 00:00:07.092926,ReLU,16,24,0.0017586951220607398,1,80,0.7997874767380472,4.662229706860418e-05,COMPLETE
331,0.10063662379980087,2023-09-02 12:50:58.572263,2023-09-02 12:51:05.607528,0 days 00:00:07.035265,ReLU,16,24,0.006939868530160308,1,80,0.7977672033474852,4.776713095169891e-05,COMPLETE
332,0.09628815948963165,2023-09-02 12:51:05.607805,2023-09-02 12:51:12.188863,0 days 00:00:06.581058,ReLU,16,24,0.0072877290640602005,1,80,0.7423354475508045,4.900801146547522e-05,COMPLETE
333,0.11256840825080872,2023-09-02 12:51:12.189128,2023-09-02 12:51:18.767984,0 days 00:00:06.578856,ReLU,16,24,0.0017274318444273763,1,80,0.7449654485298376,5.133624943434229e-05,COMPLETE
334,0.1006561666727066,2023-09-02 12:51:18.768254,2023-09-02 12:51:25.099661,0 days 00:00:06.331407,ReLU,16,23,0.0020677625908309795,1,80,0.7138360332392462,3.246790586222592e-05,COMPLETE
335,0.10881931334733963,2023-09-02 12:51:25.099935,2023-09-02 12:51:31.843590,0 days 00:00:06.743655,ReLU,16,23,0.0017230626245189986,1,80,0.7613308197458095,5.586037969452925e-05,COMPLETE
336,0.10242721438407898,2023-09-02 12:51:31.843873,2023-09-02 12:51:38.018655,0 days 00:00:06.174782,ReLU,16,23,0.002539890418333468,1,80,0.6967939804176181,8.183994304343758e-05,COMPLETE
337,0.11156915873289108,2023-09-02 12:51:38.018929,2023-09-02 12:51:44.471489,0 days 00:00:06.452560,ReLU,16,24,0.0025559634351242705,1,80,0.7300604525344684,4.47671845265637e-05,COMPLETE
338,0.10148883610963821,2023-09-02 12:51:44.471756,2023-09-02 12:51:51.262313,0 days 00:00:06.790557,ReLU,16,23,0.007047590308847212,1,80,0.7669340549588046,3.495860290138929e-05,COMPLETE
339,0.10176312923431396,2023-09-02 12:51:51.262587,2023-09-02 12:51:57.755415,0 days 00:00:06.492828,ReLU,16,24,0.012127252225198441,1,80,0.7384999364366007,6.408495244890385e-05,COMPLETE
340,0.09120339155197144,2023-09-02 12:51:57.755694,2023-09-02 12:52:04.826549,0 days 00:00:07.070855,ReLU,16,24,0.0011761191934363923,1,80,0.7990282915529963,4.5122665737531975e-05,COMPLETE
341,0.10596925765275955,2023-09-02 12:52:04.826834,2023-09-02 12:52:11.672654,0 days 00:00:06.845820,ReLU,16,24,0.002352226948293214,1,80,0.7726897756915002,4.421248885105395e-05,COMPLETE
342,0.10677136480808258,2023-09-02 12:52:11.672939,2023-09-02 12:52:18.728152,0 days 00:00:07.055213,ReLU,16,23,0.0013603421809868024,1,80,0.7964102530792411,3.8072268270150984e-05,COMPLETE
343,0.10614072531461716,2023-09-02 12:52:18.728426,2023-09-02 12:52:24.949535,0 days 00:00:06.221109,ReLU,16,24,0.0008984173507356561,1,80,0.701393328243489,5.1616790489684495e-05,COMPLETE
344,0.10718764364719391,2023-09-02 12:52:24.949808,2023-09-02 12:52:31.548084,0 days 00:00:06.598276,ReLU,16,22,0.0010279379854555809,1,80,0.7423420775792249,3.2276314702299356e-05,COMPLETE
345,0.10612459480762482,2023-09-02 12:52:31.548360,2023-09-02 12:52:38.362306,0 days 00:00:06.813946,ReLU,16,23,0.0015070274042061872,1,80,0.7671785748163175,4.344722550782384e-05,COMPLETE
346,0.10954467952251434,2023-09-02 12:52:38.362576,2023-09-02 12:52:44.653477,0 days 00:00:06.290901,ReLU,16,24,0.01008309533014485,1,80,0.7142349820541058,5.7201112206140446e-05,COMPLETE
347,0.11204516887664795,2023-09-02 12:52:44.653752,2023-09-02 12:52:51.726957,0 days 00:00:07.073205,ReLU,16,23,0.0017811443383716288,1,80,0.7985752687515331,3.3163162575061514e-05,COMPLETE
348,0.11205429583787918,2023-09-02 12:52:51.727225,2023-09-02 12:52:58.290808,0 days 00:00:06.563583,ReLU,16,21,0.01239816147533383,1,80,0.7426001184410239,7.404879233309519e-05,COMPLETE
349,0.15677569806575775,2023-09-02 12:52:58.291081,2023-09-02 12:53:04.344898,0 days 00:00:06.053817,ReLU,16,22,0.09258746847189825,1,80,0.688191075032062,4.7650093280411254e-05,COMPLETE
350,0.1368422657251358,2023-09-02 12:53:04.345169,2023-09-02 12:53:07.757064,0 days 00:00:03.411895,ReLU,16,24,0.00023593203192446291,1,40,0.7725163849855586,3.9408505194194976e-05,COMPLETE
351,0.10848573595285416,2023-09-02 12:53:07.757342,2023-09-02 12:53:14.241083,0 days 00:00:06.483741,ReLU,16,21,0.0020241839208290048,1,80,0.7308105127813037,2.9328980337913635e-05,COMPLETE
352,0.09486781060695648,2023-09-02 12:53:14.241356,2023-09-02 12:53:21.015291,0 days 00:00:06.773935,ReLU,16,22,0.0031297762241833,1,80,0.7627489329565503,9.558761075816548e-05,COMPLETE
353,0.1182904839515686,2023-09-02 12:53:21.015572,2023-09-02 12:53:28.088053,0 days 00:00:07.072481,ReLU,16,22,0.0027131910504110384,1,80,0.7978635222640605,9.214639032636179e-05,COMPLETE
354,0.10628966987133026,2023-09-02 12:53:28.088329,2023-09-02 12:53:34.847320,0 days 00:00:06.758991,ReLU,16,22,0.0021983404788348563,1,80,0.7623035518710367,6.79429583802314e-05,COMPLETE
355,0.1008806824684143,2023-09-02 12:53:34.847605,2023-09-02 12:53:41.034284,0 days 00:00:06.186679,ReLU,16,23,0.009822533103302937,1,80,0.7013064483683844,5.473276086526376e-05,COMPLETE
356,0.10719339549541473,2023-09-02 12:53:41.034557,2023-09-02 12:53:48.114341,0 days 00:00:07.079784,ReLU,16,24,0.0030400847682798176,1,80,0.799694354248323,4.0805314400944596e-05,COMPLETE
357,0.09637609124183655,2023-09-02 12:53:48.114626,2023-09-02 12:53:54.688999,0 days 00:00:06.574373,ReLU,16,23,0.0011331949682467804,1,80,0.742677965451534,0.00010786890508789564,COMPLETE
358,0.10618320852518082,2023-09-02 12:53:54.689268,2023-09-02 12:54:01.138419,0 days 00:00:06.449151,ReLU,16,23,0.00213016416264938,1,80,0.7264956384514324,8.755667306906852e-05,COMPLETE
359,0.09997014701366425,2023-09-02 12:54:01.138695,2023-09-02 12:54:07.232792,0 days 00:00:06.094097,ReLU,16,22,0.0010324538642974936,1,80,0.685946666834681,0.00011865676204650768,COMPLETE
360,0.10821202397346497,2023-09-02 12:54:07.233061,2023-09-02 12:54:13.376630,0 days 00:00:06.143569,ReLU,16,22,0.0010577115277621515,1,80,0.6928463646877554,0.00010603926723493826,COMPLETE
361,0.10635961592197418,2023-09-02 12:54:13.376903,2023-09-02 12:54:20.166983,0 days 00:00:06.790080,ReLU,16,21,0.0011922925279637174,1,80,0.7630732980926797,7.395561330163117e-05,COMPLETE
362,0.10589610785245895,2023-09-02 12:54:20.167273,2023-09-02 12:54:26.566820,0 days 00:00:06.399547,ReLU,16,23,0.0008682262344799165,1,80,0.7214687092136319,0.00015108604663121265,COMPLETE
363,0.115277960896492,2023-09-02 12:54:26.567100,2023-09-02 12:54:32.617469,0 days 00:00:06.050369,ReLU,16,22,0.0010223119963037538,1,80,0.6810686993754498,0.00011538157845506118,COMPLETE
364,0.11230088770389557,2023-09-02 12:54:32.617744,2023-09-02 12:54:39.409024,0 days 00:00:06.791280,ReLU,16,22,0.0013276054577721107,1,80,0.7665288189191192,0.00011342795743733927,COMPLETE
365,0.10416344553232193,2023-09-02 12:54:39.409330,2023-09-02 12:54:45.955019,0 days 00:00:06.545689,ReLU,16,23,0.0011883529691220107,1,80,0.738160334945533,9.061458307855129e-05,COMPLETE
366,0.10410880297422409,2023-09-02 12:54:45.955298,2023-09-02 12:54:52.208291,0 days 00:00:06.252993,ReLU,16,24,0.001449675360510991,1,80,0.7063154116028899,0.00014484221600325777,COMPLETE
367,0.10459431260824203,2023-09-02 12:54:52.208579,2023-09-02 12:54:59.033462,0 days 00:00:06.824883,ReLU,16,23,0.001673016089996428,1,80,0.7709944824832706,0.00019441642610688512,COMPLETE
368,0.11000367999076843,2023-09-02 12:54:59.033733,2023-09-02 12:55:06.079525,0 days 00:00:07.045792,ReLU,16,21,0.003314681715620984,1,80,0.7971014471559152,0.00012332990143091874,COMPLETE
369,0.11029984802007675,2023-09-02 12:55:06.079799,2023-09-02 12:55:12.600238,0 days 00:00:06.520439,ReLU,16,22,0.0007723345287608065,1,80,0.7361787189219886,6.209650971062291e-05,COMPLETE
370,0.10262202471494675,2023-09-02 12:55:12.600510,2023-09-02 12:55:18.615318,0 days 00:00:06.014808,ReLU,16,23,0.0009611888176455845,1,80,0.6785583558928642,0.00016900480783491915,COMPLETE
371,0.10280288755893707,2023-09-02 12:55:18.615596,2023-09-02 12:55:28.666291,0 days 00:00:10.050695,ReLU,10,24,0.0013576239093647754,1,80,0.7480968132881225,7.212143704990303e-05,COMPLETE
372,0.10260707885026932,2023-09-02 12:55:28.666573,2023-09-02 12:55:35.723583,0 days 00:00:07.057010,ReLU,16,22,0.0011286377129426236,1,80,0.7995158584455936,5.213995531668409e-05,COMPLETE
373,0.09917792677879333,2023-09-02 12:55:35.723897,2023-09-02 12:55:42.007984,0 days 00:00:06.284087,ReLU,16,21,0.001975649670065124,1,80,0.7101525848889716,3.0999405697828406e-05,COMPLETE
