number,value,datetime_start,datetime_complete,duration,params_activation1,params_batch_size,params_fl1,params_learning_rate,params_n_layers,params_num_epochs,params_train_size,params_weight_decay,state
374,0.1012028232216835,2023-09-02 12:55:42.008265,2023-09-02 12:56:28.330468,0 days 00:00:46.322203,ReLU,2,21,0.0020350620514559916,1,80,0.7631119256641757,2.9898363805486998e-05,COMPLETE
375,0.1107678934931755,2023-09-02 12:56:28.330742,2023-09-02 12:56:30.040077,0 days 00:00:01.709335,ReLU,16,24,0.0020188749820876538,1,40,0.3831946800308276,3.3791560539328857e-05,COMPLETE
376,0.10635340213775635,2023-09-02 12:56:30.040358,2023-09-02 12:56:36.318484,0 days 00:00:06.278126,ReLU,16,21,0.0006622128780583874,1,80,0.7099134072550564,0.001145870625335175,COMPLETE
377,0.100311279296875,2023-09-02 12:56:36.318759,2023-09-02 12:56:43.055489,0 days 00:00:06.736730,ReLU,16,23,0.0026577279052993658,1,80,0.7645394154617458,3.0259097198408362e-05,COMPLETE
378,0.12085023522377014,2023-09-02 12:56:43.055771,2023-09-02 12:56:44.464062,0 days 00:00:01.408291,ReLU,16,23,0.0017972413926713557,1,80,0.15497250139722368,3.906414490381382e-05,COMPLETE
379,0.11026962846517563,2023-09-02 12:56:44.464341,2023-09-02 12:56:47.434292,0 days 00:00:02.969951,ReLU,16,24,0.0015334472054787443,1,80,0.33777516533255497,3.5627175177731136e-05,COMPLETE
380,0.1060708686709404,2023-09-02 12:56:47.434573,2023-09-02 12:56:54.491108,0 days 00:00:07.056535,ReLU,16,21,0.0011364546970826202,1,80,0.7997569608694871,9.593955392995429e-05,COMPLETE
381,0.1051032543182373,2023-09-02 12:56:54.491392,2023-09-02 12:57:00.972003,0 days 00:00:06.480611,ReLU,16,22,0.0009303780997194327,1,80,0.7342526919341676,2.850522476015368e-05,COMPLETE
382,0.09685835987329483,2023-09-02 12:57:00.972285,2023-09-02 12:57:06.943054,0 days 00:00:05.970769,ReLU,16,24,0.002287216043362914,1,80,0.6837494503654068,0.0002497028467074771,COMPLETE
383,0.09684302657842636,2023-09-02 12:57:06.943332,2023-09-02 12:57:13.659168,0 days 00:00:06.715836,ReLU,16,24,0.002255984052198803,1,80,0.7664778767264252,0.0001861540919341073,COMPLETE
384,0.10369454324245453,2023-09-02 12:57:13.659442,2023-09-02 12:57:25.518857,0 days 00:00:11.859415,ReLU,8,24,0.0030271821981966525,1,80,0.7330605604302612,2.6248081537459266e-05,COMPLETE
385,0.11482540518045425,2023-09-02 12:57:25.519136,2023-09-02 12:57:37.844244,0 days 00:00:12.325108,Leaky,4,24,0.0025532527469761005,1,80,0.39494490105705904,0.000142059629972544,COMPLETE
386,0.10878956317901611,2023-09-02 12:57:37.844532,2023-09-02 12:57:43.743975,0 days 00:00:05.899443,ReLU,16,23,0.003617893067006414,1,80,0.6695722869390136,0.00022461372559785017,COMPLETE
387,0.10595130920410156,2023-09-02 12:57:43.744250,2023-09-02 12:57:50.467328,0 days 00:00:06.723078,ReLU,16,24,0.008759720998130958,1,80,0.7638772498871301,0.0003737708501597091,COMPLETE
388,0.10921350866556168,2023-09-02 12:57:50.467601,2023-09-02 12:57:53.706635,0 days 00:00:03.239034,ReLU,16,23,0.0023747259838962074,1,80,0.36442722513910275,0.00014222009080146333,COMPLETE
389,0.10826880484819412,2023-09-02 12:57:53.706914,2023-09-02 12:57:59.886588,0 days 00:00:06.179674,ReLU,16,24,0.003223620182026666,1,80,0.7030020655419967,0.0003985514278156836,COMPLETE
390,0.10684648156166077,2023-09-02 12:57:59.886870,2023-09-02 12:58:06.418789,0 days 00:00:06.531919,ReLU,16,20,0.0025944757355439393,1,80,0.74103470271156,0.0003042615653611947,COMPLETE
391,0.17652679979801178,2023-09-02 12:58:06.419059,2023-09-02 12:58:08.807353,0 days 00:00:02.388294,ReLU,16,23,0.002267348480856169,1,80,0.2660494243253432,0.07098484650428948,COMPLETE
392,0.12398914992809296,2023-09-02 12:58:08.807636,2023-09-02 12:58:11.934367,0 days 00:00:03.126731,ReLU,10,21,0.0005777078102565416,1,80,0.23303713121744085,0.0002655031401362536,COMPLETE
393,0.11138447374105453,2023-09-02 12:58:11.934649,2023-09-02 12:58:14.409937,0 days 00:00:02.475288,ReLU,16,24,0.008093903549460239,1,80,0.27704439422988464,0.0002740350939468446,COMPLETE
394,0.1046161875128746,2023-09-02 12:58:14.410222,2023-09-02 12:58:20.405551,0 days 00:00:05.995329,ReLU,16,23,0.0045195320903007805,1,80,0.6791100224136761,8.606513724666223e-05,COMPLETE
395,0.11633718758821487,2023-09-02 12:58:20.405831,2023-09-02 12:58:24.157185,0 days 00:00:03.751354,ReLU,16,20,0.001979432347476755,1,80,0.42405545692956775,4.738547489351753e-05,COMPLETE
396,0.1006932258605957,2023-09-02 12:58:24.157471,2023-09-02 12:58:30.945037,0 days 00:00:06.787566,ReLU,16,24,0.002818796164113811,1,80,0.7677572430890999,0.00024837148511803173,COMPLETE
397,0.11804990470409393,2023-09-02 12:58:30.945317,2023-09-02 12:58:49.516879,0 days 00:00:18.571562,Leaky,2,21,0.006390191412722215,1,80,0.3038038659967729,3.546392594057416e-05,COMPLETE
398,0.10678444802761078,2023-09-02 12:58:49.517164,2023-09-02 12:58:52.708887,0 days 00:00:03.191723,ReLU,16,23,0.010804177889361076,1,40,0.7205382044869449,0.00010627548923316424,COMPLETE
399,0.11409533768892288,2023-09-02 12:58:52.709162,2023-09-02 12:58:54.342789,0 days 00:00:01.633627,ReLU,16,22,0.004131675143636132,1,80,0.18031435643433985,0.00016317572012719612,COMPLETE
400,0.09529650211334229,2023-09-02 12:58:54.343064,2023-09-02 12:59:01.181563,0 days 00:00:06.838499,ReLU,16,23,0.0074667473398019,1,80,0.7706715014515069,2.703704182779727e-05,COMPLETE
401,0.10452389717102051,2023-09-02 12:59:01.181842,2023-09-02 12:59:07.964231,0 days 00:00:06.782389,ReLU,16,23,0.009115940548339592,1,80,0.7710653622511925,0.0005929358514428053,COMPLETE
402,0.1001117080450058,2023-09-02 12:59:07.964513,2023-09-02 12:59:14.285853,0 days 00:00:06.321340,ReLU,16,24,0.0015286185816600604,1,80,0.7153691399757802,6.601050525095991e-05,COMPLETE
403,0.11031030118465424,2023-09-02 12:59:14.286140,2023-09-02 12:59:17.179890,0 days 00:00:02.893750,ReLU,16,22,0.005947454084149506,1,80,0.3226775494128672,3.94150853970286e-05,COMPLETE
404,0.10509642213582993,2023-09-02 12:59:17.180176,2023-09-02 12:59:23.139365,0 days 00:00:05.959189,ReLU,16,23,0.010747264379193103,1,80,0.6731106384074553,0.00021153803284723553,COMPLETE
405,0.11010169237852097,2023-09-02 12:59:23.139643,2023-09-02 12:59:25.018156,0 days 00:00:01.878513,ReLU,16,23,0.0033217316741144228,1,80,0.20845297602729146,0.00018768984670360252,COMPLETE
406,0.10177014768123627,2023-09-02 12:59:25.018433,2023-09-02 12:59:36.963756,0 days 00:00:11.945323,ReLU,8,24,0.0076932060379135015,1,80,0.7345669403224393,7.81306448866575e-05,COMPLETE
407,0.1968953013420105,2023-09-02 12:59:36.964039,2023-09-02 12:59:43.670982,0 days 00:00:06.706943,ReLU,16,1,0.01207159362324059,1,80,0.7984049321066123,5.1513801505224766e-05,COMPLETE
408,0.10205638408660889,2023-09-02 12:59:43.671257,2023-09-02 13:00:05.729723,0 days 00:00:22.058466,ReLU,4,23,0.001874228356309339,1,80,0.7012166324245693,3.2166399877964715e-05,COMPLETE
409,0.10878421366214752,2023-09-02 13:00:05.730010,2023-09-02 13:00:12.483956,0 days 00:00:06.753946,ReLU,16,22,0.009024568594935573,1,80,0.7652870658283024,0.0004318883541452056,COMPLETE
410,0.10567151010036469,2023-09-02 13:00:12.484232,2023-09-02 13:00:16.110342,0 days 00:00:03.626110,ReLU,16,24,0.0022597995180600517,1,80,0.40814615284463884,2.6336713260279855e-05,COMPLETE
411,0.09666406363248825,2023-09-02 13:00:16.110628,2023-09-02 13:00:22.717099,0 days 00:00:06.606471,ReLU,16,22,0.005338444279617613,1,80,0.7465286630278054,6.079839444936787e-05,COMPLETE
412,0.13763079047203064,2023-09-02 13:00:22.717383,2023-09-02 13:00:29.330570,0 days 00:00:06.613187,ReLU,16,22,5.7663054822358445e-05,1,80,0.7481447754144996,5.939431161617172e-05,COMPLETE
413,0.10074488073587418,2023-09-02 13:00:29.330852,2023-09-02 13:00:35.880223,0 days 00:00:06.549371,ReLU,16,22,0.003716710445292516,1,80,0.7367716427411944,4.500417427118009e-05,COMPLETE
414,0.10362283140420914,2023-09-02 13:00:35.880509,2023-09-02 13:00:42.689775,0 days 00:00:06.809266,ReLU,16,23,0.012543661656701977,1,80,0.7707608126161017,6.744808742547305e-05,COMPLETE
415,0.11085368692874908,2023-09-02 13:00:42.690063,2023-09-02 13:00:45.304429,0 days 00:00:02.614366,ReLU,16,22,0.005576029252572076,1,80,0.29320951037955423,0.00030718257753518583,COMPLETE
416,0.10494322329759598,2023-09-02 13:00:45.304720,2023-09-02 13:00:49.282488,0 days 00:00:03.977768,ReLU,16,23,0.004904393837686606,1,80,0.4477840861756768,8.252739706068525e-05,COMPLETE
417,0.10916074365377426,2023-09-02 13:00:49.282777,2023-09-02 13:00:55.474101,0 days 00:00:06.191324,ReLU,16,24,0.003046709259249273,1,80,0.6992935134516165,0.00018728147617824026,COMPLETE
418,0.11569736152887344,2023-09-02 13:00:55.474382,2023-09-02 13:01:01.872392,0 days 00:00:06.398010,ReLU,16,21,0.0004422695290461121,1,80,0.7243599392624458,0.0001311457797193853,COMPLETE
419,0.10967284440994263,2023-09-02 13:01:01.872705,2023-09-02 13:01:08.889307,0 days 00:00:07.016602,ReLU,16,23,0.0007397724992934223,1,80,0.7973295851842207,5.07909303186432e-05,COMPLETE
420,0.10434678941965103,2023-09-02 13:01:08.889594,2023-09-02 13:01:15.646132,0 days 00:00:06.756538,ReLU,16,21,0.007104913748269952,1,80,0.7653201585118109,3.868965692958563e-05,COMPLETE
421,0.12485627084970474,2023-09-02 13:01:15.646407,2023-09-02 13:01:17.494532,0 days 00:00:01.848125,ReLU,10,22,0.009534156811014036,1,80,0.13581694808612244,5.804609260893101e-05,COMPLETE
422,0.11802957952022552,2023-09-02 13:01:17.494815,2023-09-02 13:01:20.480502,0 days 00:00:02.985687,Leaky,16,24,0.013570922825187133,1,40,0.6748440109090996,4.071455228838237e-05,COMPLETE
423,0.11565415561199188,2023-09-02 13:01:20.480786,2023-09-02 13:01:22.781503,0 days 00:00:02.300717,ReLU,16,23,0.0015880636294903847,1,80,0.25776401094914053,0.00010773838176959028,COMPLETE
424,0.0944950059056282,2023-09-02 13:01:22.781782,2023-09-02 13:01:29.337317,0 days 00:00:06.555535,ReLU,16,24,0.002291635833718736,1,80,0.7413298999892821,0.0005052308541184052,COMPLETE
425,0.11659485101699829,2023-09-02 13:01:29.337596,2023-09-02 13:01:50.566984,0 days 00:00:21.229388,ReLU,2,24,0.0023976154716049453,1,80,0.34632670778131136,0.0005931092589177187,COMPLETE
426,0.12065564095973969,2023-09-02 13:01:50.567267,2023-09-02 13:01:56.992998,0 days 00:00:06.425731,ReLU,16,9,0.0038361364990144742,1,80,0.7434612693468442,0.0009270748298881117,COMPLETE
427,0.0956844910979271,2023-09-02 13:01:56.993283,2023-09-02 13:02:03.840177,0 days 00:00:06.846894,ReLU,16,24,0.004684620873758788,1,80,0.7723200208516086,0.0003300655599304711,COMPLETE
428,0.09598982334136963,2023-09-02 13:02:03.840470,2023-09-02 13:02:10.915497,0 days 00:00:07.075027,ReLU,16,24,0.004583583736121118,1,80,0.7999076304790874,0.00017727111849425724,COMPLETE
429,0.11284935474395752,2023-09-02 13:02:10.915781,2023-09-02 13:02:13.067592,0 days 00:00:02.151811,ReLU,16,24,0.0047571118170621676,1,80,0.24119219748797796,0.00024218597173807264,COMPLETE
430,0.10407928377389908,2023-09-02 13:02:13.067877,2023-09-02 13:02:20.097378,0 days 00:00:07.029501,ReLU,16,24,0.004287030983145944,1,80,0.7964230896791651,0.0001849377015326929,COMPLETE
431,0.11449338495731354,2023-09-02 13:02:20.097670,2023-09-02 13:02:22.619927,0 days 00:00:02.522257,ReLU,16,24,0.003568129364373173,1,80,0.2831825408821496,0.000354377212423222,COMPLETE
432,0.10847523808479309,2023-09-02 13:02:22.620205,2023-09-02 13:02:29.669489,0 days 00:00:07.049284,ReLU,16,24,0.0027448512286832594,1,80,0.7989377723470225,0.0003312191821573774,COMPLETE
433,0.11589017510414124,2023-09-02 13:02:29.669769,2023-09-02 13:02:31.956246,0 days 00:00:02.286477,ReLU,16,23,0.004651478638966442,1,80,0.2556353632261966,0.00022664838690367506,COMPLETE
434,0.10301726311445236,2023-09-02 13:02:31.956532,2023-09-02 13:02:38.576077,0 days 00:00:06.619545,ReLU,16,24,0.0012715825881670295,1,80,0.7513229296707344,0.00017958842723363145,COMPLETE
435,0.09849034994840622,2023-09-02 13:02:38.576364,2023-09-02 13:02:45.411056,0 days 00:00:06.834692,ReLU,16,23,0.003674307184197628,1,80,0.7711710813420406,0.0002454401208697987,COMPLETE
436,0.10933195054531097,2023-09-02 13:02:45.411340,2023-09-02 13:02:48.384651,0 days 00:00:02.973311,ReLU,16,23,0.0037644237433507874,1,80,0.33288325562059573,0.00026538211773764785,COMPLETE
437,0.10284624993801117,2023-09-02 13:02:48.384936,2023-09-02 13:02:54.889785,0 days 00:00:06.504849,ReLU,16,23,0.005215392416489442,1,80,0.7365909553566284,0.00029662547670178207,COMPLETE
438,0.09405606985092163,2023-09-02 13:02:54.890079,2023-09-02 13:03:01.636716,0 days 00:00:06.746637,ReLU,16,23,0.0040307149177922766,1,80,0.7659513575260812,0.00022073146611639952,COMPLETE
439,0.10898883640766144,2023-09-02 13:03:01.636994,2023-09-02 13:03:04.788825,0 days 00:00:03.151831,ReLU,16,22,0.005711008763297011,1,80,0.3552715133671333,0.00020461076876910605,COMPLETE
440,0.10550881922245026,2023-09-02 13:03:04.789111,2023-09-02 13:03:11.193188,0 days 00:00:06.404077,ReLU,16,23,0.000628813051552197,1,80,0.724402011625924,0.00040054879788829767,COMPLETE
441,0.1210479810833931,2023-09-02 13:03:11.193480,2023-09-02 13:03:18.185640,0 days 00:00:06.992160,ReLU,8,24,0.0003326871932963823,1,80,0.43017775714496537,0.00016717789070114727,COMPLETE
442,0.11273989081382751,2023-09-02 13:03:18.185928,2023-09-02 13:03:24.953667,0 days 00:00:06.767739,ReLU,16,22,0.0031652808972276515,1,80,0.7657221897750058,0.0004554571783571944,COMPLETE
443,0.10736698657274246,2023-09-02 13:03:24.953956,2023-09-02 13:03:46.837714,0 days 00:00:21.883758,ReLU,4,23,0.004047653265255646,1,80,0.6998789683099716,0.0002245586099560051,COMPLETE
444,0.09538409113883972,2023-09-02 13:03:46.838022,2023-09-02 13:03:53.304409,0 days 00:00:06.466387,ReLU,16,24,0.0044919471503061794,1,80,0.738096441472401,0.0003499389103728412,COMPLETE
445,0.15396951138973236,2023-09-02 13:03:53.304719,2023-09-02 13:03:59.337218,0 days 00:00:06.032499,ReLU,16,24,0.06449810145618096,1,80,0.6914925610958016,0.0004682067044712345,COMPLETE
446,0.10696491599082947,2023-09-02 13:03:59.337494,2023-09-02 13:04:02.123953,0 days 00:00:02.786459,ReLU,16,24,0.0046264887785424985,1,80,0.3132351424434346,0.000340381042734526,COMPLETE
447,0.11052098870277405,2023-09-02 13:04:02.124239,2023-09-02 13:04:08.649362,0 days 00:00:06.525123,ReLU,16,24,0.0029477876380517858,1,80,0.7416209560500108,0.00028569647700365006,COMPLETE
448,0.1083892285823822,2023-09-02 13:04:08.649641,2023-09-02 13:04:14.987740,0 days 00:00:06.338099,ReLU,16,24,0.0007809769987440293,1,80,0.7177630740122946,0.000355576296058809,COMPLETE
449,0.1053539514541626,2023-09-02 13:04:14.988025,2023-09-02 13:04:20.882915,0 days 00:00:05.894890,ReLU,16,23,0.004319423302571168,1,80,0.669854681288866,0.00025942264633534075,COMPLETE
450,0.14867044985294342,2023-09-02 13:04:20.883208,2023-09-02 13:04:25.178789,0 days 00:00:04.295581,ReLU,12,23,0.017204145280873877,1,80,0.37829581427100145,0.01579173027454284,COMPLETE
451,0.15341992676258087,2023-09-02 13:04:25.179080,2023-09-02 13:04:27.169602,0 days 00:00:01.990522,ReLU,16,24,0.00014345660725318494,1,80,0.2226241822933616,0.0001553691853629657,COMPLETE
452,0.10127662122249603,2023-09-02 13:04:27.169883,2023-09-02 13:04:32.177832,0 days 00:00:05.007949,ReLU,10,23,0.00572201896202596,1,40,0.7473390984115722,0.00019292139952821602,COMPLETE
453,0.11130606383085251,2023-09-02 13:04:32.178120,2023-09-02 13:04:38.946384,0 days 00:00:06.768264,ReLU,16,24,0.003111596845273636,1,80,0.7672751353122251,0.0001418314650067911,COMPLETE
454,0.11442568153142929,2023-09-02 13:04:38.946669,2023-09-02 13:04:45.186182,0 days 00:00:06.239513,ReLU,16,24,0.011637130161169488,1,80,0.7074389181833565,0.0002789213565088402,COMPLETE
455,0.10114189982414246,2023-09-02 13:04:45.186466,2023-09-02 13:04:51.724088,0 days 00:00:06.537622,ReLU,16,23,0.004295879202628647,1,80,0.738749134634674,0.0005127957071673759,COMPLETE
456,0.18322399258613586,2023-09-02 13:04:51.724366,2023-09-02 13:04:58.439197,0 days 00:00:06.714831,ReLU,16,23,0.09371949758246473,1,80,0.767703860376714,0.0013104889960889414,COMPLETE
457,0.216969296336174,2023-09-02 13:04:58.439485,2023-09-02 13:05:04.204415,0 days 00:00:05.764930,Leaky,16,24,1.2404531911620913e-05,1,80,0.660592258670175,0.0005883180800208196,COMPLETE
458,0.11279523372650146,2023-09-02 13:05:04.204709,2023-09-02 13:05:10.487823,0 days 00:00:06.283114,ReLU,16,22,0.014294109843396421,1,80,0.7140389711826427,0.00020894449759250412,COMPLETE
459,0.11021187901496887,2023-09-02 13:05:10.488109,2023-09-02 13:05:58.008600,0 days 00:00:47.520491,ReLU,2,24,0.0004976398832997466,1,80,0.7742375773235993,0.0003783554150231304,COMPLETE
460,0.10202740132808685,2023-09-02 13:05:58.008889,2023-09-02 13:06:04.103101,0 days 00:00:06.094212,ReLU,16,23,0.003511294722562854,1,80,0.6890167354832613,0.00032768836153896323,COMPLETE
461,0.10411220788955688,2023-09-02 13:06:04.103386,2023-09-02 13:06:11.154552,0 days 00:00:07.051166,ReLU,16,24,0.006567077625531744,1,80,0.7995323463529889,0.000705907939400646,COMPLETE
462,0.10208436846733093,2023-09-02 13:06:11.154834,2023-09-02 13:06:17.716108,0 days 00:00:06.561274,ReLU,16,23,0.005429869332718134,1,80,0.7398556665389996,0.00010382424013637067,COMPLETE
463,0.12108193337917328,2023-09-02 13:06:17.716393,2023-09-02 13:06:20.069313,0 days 00:00:02.352920,ReLU,16,22,0.01897920857432287,1,80,0.2638281179207034,0.00013005987190318973,COMPLETE
464,0.11718739569187164,2023-09-02 13:06:20.069595,2023-09-02 13:06:26.493492,0 days 00:00:06.423897,ReLU,16,24,0.010367410905107611,1,80,0.7247219788709122,0.0004359025396002744,COMPLETE
465,0.1386719048023224,2023-09-02 13:06:26.493782,2023-09-02 13:06:28.200569,0 days 00:00:01.706787,ReLU,16,5,0.012212553210314512,1,80,0.19464553800022807,0.0002623872849949803,COMPLETE
466,0.12520632147789001,2023-09-02 13:06:28.200847,2023-09-02 13:06:30.142674,0 days 00:00:01.941827,ReLU,16,23,0.0008522413909253349,1,80,0.2154096503539826,7.467196041481664e-05,COMPLETE
467,0.16730579733848572,2023-09-02 13:06:30.142961,2023-09-02 13:06:36.830348,0 days 00:00:06.687387,ReLU,16,24,1.7759462788838e-05,1,80,0.7622766213531754,0.0063809792111417605,COMPLETE
468,0.11386840790510178,2023-09-02 13:06:36.830658,2023-09-02 13:06:43.131774,0 days 00:00:06.301116,ReLU,4,23,0.0047918734066393605,1,80,0.20010888565686097,0.00032128940091037,COMPLETE
469,0.10776953399181366,2023-09-02 13:06:43.132060,2023-09-02 13:06:49.295846,0 days 00:00:06.163786,ReLU,16,22,0.0012362113998774663,1,80,0.6935292930522322,0.00022971452799750827,COMPLETE
470,0.11646600067615509,2023-09-02 13:06:49.296137,2023-09-02 13:06:51.492257,0 days 00:00:02.196120,ReLU,16,24,0.0027568828733129367,1,80,0.244888411666713,8.688805924941168e-05,COMPLETE
471,0.11912783235311508,2023-09-02 13:06:51.492553,2023-09-02 13:07:04.092036,0 days 00:00:12.599483,ReLU,8,23,0.007828791747490986,1,80,0.7685145227797997,0.0008029014689542244,COMPLETE
472,0.11077889055013657,2023-09-02 13:07:04.092319,2023-09-02 13:07:08.125032,0 days 00:00:04.032713,ReLU,16,22,0.014833651199961403,1,80,0.4537305955030776,5.986898041951102e-05,COMPLETE
473,0.12155967205762863,2023-09-02 13:07:08.125330,2023-09-02 13:07:14.008720,0 days 00:00:05.883390,Leaky,16,23,0.0002778724787237135,1,80,0.6645793341453239,0.00016296072079469373,COMPLETE
474,0.11850984394550323,2023-09-02 13:07:14.009007,2023-09-02 13:07:17.273303,0 days 00:00:03.264296,ReLU,16,24,0.010420560887729052,1,40,0.7378615102115165,6.433309760102525e-05,COMPLETE
475,0.1317887008190155,2023-09-02 13:07:17.273590,2023-09-02 13:07:19.301682,0 days 00:00:02.028092,ReLU,16,22,0.0005317845157427853,1,80,0.22469804882252242,0.0018343197842599311,COMPLETE
476,0.11304083466529846,2023-09-02 13:07:19.301970,2023-09-02 13:07:21.356328,0 days 00:00:02.054358,ReLU,12,23,0.003617709027960834,1,80,0.17717999094868636,0.0005540810641550293,COMPLETE
477,0.12377960979938507,2023-09-02 13:07:21.356614,2023-09-02 13:07:28.148550,0 days 00:00:06.791936,ReLU,16,24,0.00022740248563865549,1,80,0.7724092647786928,0.0007267192345412219,COMPLETE
478,0.1080576702952385,2023-09-02 13:07:28.148833,2023-09-02 13:07:37.674850,0 days 00:00:09.526017,ReLU,10,23,0.0006862425253072018,1,80,0.7132778365970305,0.0003808779065411427,COMPLETE
479,0.09582903981208801,2023-09-02 13:07:37.675135,2023-09-02 13:07:44.650244,0 days 00:00:06.975109,ReLU,16,24,0.006916722386677657,1,80,0.7980202971011718,0.00012970984589901743,COMPLETE
480,0.0896073505282402,2023-09-02 13:07:44.650533,2023-09-02 13:07:51.174477,0 days 00:00:06.523944,ReLU,16,24,0.005791831007245886,1,80,0.7430255703358895,0.00016643667514156622,COMPLETE
481,0.09554488956928253,2023-09-02 13:07:51.174767,2023-09-02 13:07:58.219484,0 days 00:00:07.044717,ReLU,16,24,0.005247709079248086,1,80,0.7997663735739003,0.00012303342595848397,COMPLETE
482,0.11012053489685059,2023-09-02 13:07:58.219766,2023-09-02 13:08:00.792987,0 days 00:00:02.573221,ReLU,16,24,0.005012847284757362,1,80,0.28946444005011074,0.00012760442043587664,COMPLETE
483,0.10711265355348587,2023-09-02 13:08:00.793273,2023-09-02 13:08:07.358975,0 days 00:00:06.565702,ReLU,16,24,0.005727622402129837,1,80,0.7461699820341348,0.00016420273226198836,COMPLETE
484,0.09430216252803802,2023-09-02 13:08:07.359255,2023-09-02 13:08:13.898287,0 days 00:00:06.539032,ReLU,16,24,0.005966804945546316,1,80,0.7441344207697407,0.00014605822754711978,COMPLETE
485,0.11678172647953033,2023-09-02 13:08:13.898582,2023-09-02 13:08:20.930204,0 days 00:00:07.031622,ReLU,16,24,0.006228421941787962,1,80,0.7979578659516314,0.00012746678953453838,COMPLETE
486,0.09634605050086975,2023-09-02 13:08:20.930492,2023-09-02 13:08:27.461578,0 days 00:00:06.531086,ReLU,16,24,0.004272651569670142,1,80,0.7434966626221428,0.00010884647804076508,COMPLETE
487,0.10892120003700256,2023-09-02 13:08:27.461862,2023-09-02 13:08:33.985624,0 days 00:00:06.523762,ReLU,16,24,0.004250923420529268,1,80,0.7420674654228727,0.00010794995453650082,COMPLETE
488,0.10460209846496582,2023-09-02 13:08:33.985910,2023-09-02 13:08:37.421608,0 days 00:00:03.435698,ReLU,16,24,0.004405955407936875,1,100,0.3101829457722646,0.00013894561489725602,COMPLETE
489,0.10587399452924728,2023-09-02 13:08:37.421898,2023-09-02 13:08:43.561605,0 days 00:00:06.139707,ReLU,16,24,0.005370266316792575,1,80,0.6980738529384051,0.0001577422873300612,COMPLETE
490,0.10137221962213516,2023-09-02 13:08:43.561895,2023-09-02 13:09:28.631225,0 days 00:00:45.069330,ReLU,2,24,0.003947786307356604,1,80,0.7406479282930525,0.00011086503992003447,COMPLETE
491,0.09852541983127594,2023-09-02 13:09:28.631550,2023-09-02 13:09:35.371379,0 days 00:00:06.739829,ReLU,16,24,0.0034209917280455743,1,80,0.7649989875800468,0.00019239890688128124,COMPLETE
492,0.1045021265745163,2023-09-02 13:09:35.371670,2023-09-02 13:09:41.738155,0 days 00:00:06.366485,ReLU,16,24,0.005424206856926547,1,80,0.7228524989040915,0.00013020641207837168,COMPLETE
493,0.10394394397735596,2023-09-02 13:09:41.738440,2023-09-02 13:09:47.800285,0 days 00:00:06.061845,ReLU,16,24,0.004890313548248732,1,80,0.6879090115590852,0.00010030143521526538,COMPLETE
494,0.09655831754207611,2023-09-02 13:09:47.800594,2023-09-02 13:09:54.480074,0 days 00:00:06.679480,ReLU,16,24,0.006573645453577347,1,80,0.7573395959164447,0.0001531671081849264,COMPLETE
495,0.09784954786300659,2023-09-02 13:09:54.480359,2023-09-02 13:10:01.220567,0 days 00:00:06.740208,ReLU,16,24,0.004326641790961774,1,80,0.765229849381233,0.00016249617659716507,COMPLETE
496,0.11206220835447311,2023-09-02 13:10:01.220852,2023-09-02 13:10:04.492123,0 days 00:00:03.271271,ReLU,16,24,0.006368833666050545,1,80,0.3693640711741169,0.00012200506301312413,COMPLETE
497,0.10878399014472961,2023-09-02 13:10:04.492412,2023-09-02 13:10:08.655065,0 days 00:00:04.162653,ReLU,16,23,0.004857077247602331,1,80,0.4707664458365559,0.00017975582278988446,COMPLETE
498,0.13272395730018616,2023-09-02 13:10:08.655364,2023-09-02 13:10:10.150652,0 days 00:00:01.495288,ReLU,16,24,0.0033452768693062094,1,40,0.33114517069089755,9.342857100762133e-05,COMPLETE
499,0.10140430182218552,2023-09-02 13:10:10.150948,2023-09-02 13:10:16.701927,0 days 00:00:06.550979,ReLU,16,23,0.006492523559649332,1,80,0.7442068197324558,0.00014957999813368242,COMPLETE
